#   N_BLOCK:  ACCEPTANCE:
           1      0.1029
           2    0.103501
           3    0.103495
           4    0.103254
           5    0.103151
           6    0.103424
           7    0.103103
           8    0.103083
           9    0.103205
          10    0.103115
          11    0.103252
          12    0.103497
          13    0.103375
          14    0.103008
          15    0.102955
          16    0.102891
          17    0.102986
          18    0.103204
          19    0.103121
          20    0.102985
