#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1     1.75096     1.75096           0
           2     -5.3208    -1.78492     2.50024
           3    -0.45524    -1.34169     1.70566
           4     5.14704     0.28049     1.90002
           5    -3.28424   -0.432456     1.64836
           6     5.10478    0.490417      1.6114
           7    -4.09188   -0.164197     1.50832
           8     10.3551     1.15071     1.80407
           9     22.7197     3.54726     2.77072
          10    -10.8083     2.11171     2.84131
          11    -4.64318     1.49763     2.64853
          12    -17.7367   -0.105228     2.87217
          13     7.65978     0.49208     2.71264
          14    -3.15122    0.231844     2.53133
          15    -0.96834    0.151832     2.36384
          16      7.8344    0.631992     2.26434
          17     10.0892      1.1883     2.19842
          18    -1.66692     1.02967       2.082
          19    -4.58878    0.733966     1.99331
          20    -5.20596     0.43697     1.91564
