#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.298756    0.298756           0
           2    0.300944     0.29985 0.000773634
           3    0.347674    0.315792   0.0130263
           4    0.340929    0.322076   0.0111834
           5     0.32488    0.322637  0.00896076
           6    0.336155     0.32489  0.00774538
           7    0.325668    0.325001   0.0066397
           8    0.330266    0.325659  0.00584226
           9    0.309114    0.323821  0.00547473
          10    0.308578    0.322297  0.00513506
          11    0.336982    0.323632  0.00483866
          12    0.352956    0.326075  0.00501469
          13    0.329776     0.32636  0.00463702
          14    0.321585    0.326019  0.00431832
          15     0.31451    0.325252  0.00409803
          16     0.30645    0.324076  0.00400684
          17    0.348386    0.325506  0.00401822
          18    0.303259    0.324271  0.00398054
          19    0.314006     0.32373  0.00380753
          20     0.29972     0.32253   0.0038017
