#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1     0.18405     0.18405           0
           2     0.05201     0.11803   0.0466832
           3    0.126598    0.120886   0.0312094
           4    0.051124    0.103445   0.0278571
           5   -0.335004   0.0157556   0.0815369
           6   -0.209566   -0.021798   0.0761057
           7     0.41637   0.0407974   0.0872574
           8    0.001158   0.0358425   0.0764908
           9   -0.008714   0.0308918   0.0681518
          10    0.005248   0.0283274   0.0613849
          11    0.039004    0.029298   0.0558121
          12    0.001568   0.0269872   0.0512089
          13    0.060984   0.0296023   0.0473365
          14   -0.010252   0.0267556   0.0440408
          15   -0.151284   0.0148863   0.0426742
          16   -0.145722  0.00484825   0.0411708
          17   -0.085242-0.000451176   0.0390885
          18    0.064576  0.00316144   0.0370835
          19     0.14951    0.010864   0.0359228
          20    0.069336   0.0137876   0.0342454
