#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.436652    0.436652           0
           2    0.423922    0.430287  0.00450078
           3    0.437968    0.432847  0.00365698
           4    0.438446    0.434247  0.00299869
           5    0.440556    0.435508  0.00265115
           6    0.431023    0.434761  0.00231228
           7    0.449896    0.436923  0.00281698
           8     0.41679    0.434407  0.00340844
           9    0.442851    0.435345  0.00315623
          10    0.432999     0.43511  0.00284931
          11    0.443035    0.435831  0.00267981
          12    0.431041    0.435432  0.00248604
          13    0.434527    0.435362  0.00229578
          14     0.43766    0.435526  0.00213765
          15    0.419454    0.434455   0.0022477
          16    0.443957    0.435049  0.00218427
          17    0.421375    0.434244   0.0021989
          18     0.44445    0.434811  0.00214859
          19    0.429165    0.434514  0.00205595
          20    0.448433     0.43521   0.0020676
