#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1   -0.002512   -0.002512           0
           2   -0.000106   -0.001309 0.000850649
           3    0.008478  0.00195333  0.00272338
           4    0.006246   0.0030265  0.00224404
           5   -0.003296    0.001762   0.0021218
           6    -0.00832 8.16667e-05   0.0023408
           7    -0.00416-0.000524286  0.00208335
           8    0.004902    0.000154   0.0019302
           9    0.009292  0.00116933  0.00196471
          10   -0.004972   0.0005552  0.00186175
          11    0.008484    0.001276  0.00182671
          12    0.001328  0.00128033  0.00167449
          13    0.003552  0.00145508  0.00155477
          14   -0.001262    0.001261  0.00145578
          15   -0.007944 0.000647333  0.00148244
          16   -0.008932  4.8625e-05  0.00150584
          17    -0.01453-0.000808941  0.00164341
          18    0.006952-0.000377778  0.00160767
          19    0.010142 0.000175895  0.00161559
          20    0.001162   0.0002252  0.00153556
