#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     2.17326     2.17326           0
           2     2.24445     2.20886   0.0251703
           3     2.16536     2.19436   0.0205362
           4     2.18957     2.19316   0.0154369
           5     2.18891     2.19231   0.0123729
           6     2.13958     2.18352   0.0130638
           7     2.19779     2.18556   0.0113555
           8     2.08322     2.17277   0.0155537
           9     2.14009     2.16914    0.014243
          10     2.17843     2.17007    0.012849
          11     2.11354     2.16493   0.0126669
          12     2.16172     2.16466   0.0116142
          13      2.2072     2.16793   0.0111721
          14     2.08872     2.16228   0.0117197
          15     2.15783     2.16198   0.0109421
          16     2.15591      2.1616   0.0102648
          17     2.19259     2.16342  0.00982156
          18     2.24653     2.16804   0.0103041
          19     2.13789     2.16645  0.00988323
          20     2.22692     2.16948  0.00984067
