#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.414109    0.414109           0
           2    0.396941    0.405525  0.00606982
           3    0.406665    0.405905  0.00405842
           4    0.409076    0.406698  0.00312029
           5    0.402162    0.405791  0.00262479
           6    0.399539    0.404749  0.00238522
           7    0.415486    0.406283  0.00248926
           8    0.391815    0.404474  0.00275787
           9    0.401857    0.404183  0.00246672
          10    0.404679    0.404233  0.00222055
          11    0.405764    0.404372  0.00202304
          12    0.407757    0.404654  0.00187401
          13    0.409169    0.405001  0.00176174
          14    0.407738    0.405197  0.00164671
          15     0.42503    0.406519  0.00199846
          16    0.396549    0.405896  0.00196831
          17    0.398283    0.405448   0.0019028
          18     0.40465    0.405404   0.0017976
          19    0.415074    0.405913  0.00177358
          20    0.406566    0.405945   0.0016852
