#   N_BLOCK:  ACCEPTANCE:
           1    0.266524
           2    0.266596
           3    0.266939
           4    0.266987
           5    0.267056
           6    0.267166
           7    0.266951
           8    0.266887
           9    0.267086
          10     0.26713
          11    0.267002
          12    0.266983
          13    0.267028
          14    0.266994
          15    0.266989
          16    0.266854
          17    0.266766
          18    0.266909
          19    0.266978
          20     0.26688
