#   N_BLOCK:  ACCEPTANCE:
           1    0.268281
           2    0.268013
           3    0.268305
           4    0.268417
           5    0.268386
           6      0.2684
           7    0.268332
           8      0.2682
           9    0.268393
          10    0.268302
          11    0.268219
          12    0.268196
          13    0.268191
          14    0.268176
          15    0.268214
          16    0.268289
          17    0.268284
          18    0.268316
          19    0.268427
          20    0.268283
