#   N_BLOCK:  ACCEPTANCE:
           1    0.412206
           2    0.412105
           3    0.412295
           4    0.412357
           5     0.41219
           6    0.412074
           7    0.412051
           8    0.412114
           9    0.412274
          10    0.412281
          11    0.412267
          12    0.412337
          13    0.412267
          14    0.412137
          15    0.412203
          16    0.412136
          17    0.412085
          18    0.412103
          19    0.412065
          20    0.412008
