#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1        0.24        0.24           0
           2        0.16         0.2   0.0282843
           3        0.16    0.186667   0.0217732
           4        0.08        0.16   0.0282843
           5       -0.04        0.12    0.042332
           6       -0.16   0.0733333   0.0553106
           7       -0.08   0.0514286   0.0515644
           8        0.24       0.075   0.0502183
           9        0.48        0.12    0.061584
          10        0.56       0.164   0.0693859
          11        0.56         0.2   0.0718124
          12         0.6    0.233333   0.0731564
          13        0.24    0.233846   0.0675307
          14         0.2    0.231429   0.0627504
          15        0.32    0.237333   0.0588442
          16         0.2       0.235   0.0552127
          17        0.12    0.228235   0.0523776
          18       -0.28         0.2   0.0565685
          19       -0.36    0.170526   0.0607865
          20        -0.4       0.142   0.0640921
          21       -0.16    0.127619   0.0626327
          22       -0.24    0.110909   0.0619748
          23       -0.24   0.0956522   0.0611293
          24       -0.24   0.0816667   0.0601609
          25       -0.28      0.0672   0.0594684
          26       -0.16   0.0584615   0.0578196
          27           0   0.0562963   0.0557186
          28        0.12   0.0585714   0.0537751
          29        0.04    0.057931   0.0519246
          30        0.16   0.0613333   0.0503051
          31        0.04   0.0606452   0.0486871
          32        0.08     0.06125   0.0471694
          33       -0.08   0.0569697   0.0459338
          34       -0.04   0.0541176   0.0446713
          35        0.04   0.0537143   0.0433968
          36        0.12   0.0555556   0.0422303
          37        0.36   0.0637838   0.0418829
          38        0.44   0.0736842   0.0419346
          39        0.24   0.0779487   0.0410756
          40         0.4       0.086   0.0408301
          41        0.04    0.084878   0.0398497
          42           0   0.0828571   0.0389521
          43        0.08   0.0827907   0.0380463
          44        0.16   0.0845455    0.037222
          45        0.36   0.0906667   0.0368948
          46        0.44   0.0982609    0.036866
          47        0.48    0.106383   0.0369655
          48        0.56    0.115833   0.0373839
          49         0.2    0.117551   0.0366604
          50       -0.28      0.1096   0.0367793
          51        0.12    0.109804   0.0360587
          52       -0.36    0.100769   0.0364796
          53       -0.04   0.0981132   0.0358878
          54       -0.36   0.0896296   0.0362121
          55       -0.04   0.0872727   0.0356303
          56        0.28   0.0907143   0.0351599
          57        0.28   0.0940351   0.0346995
          58        0.32    0.097931   0.0343192
          59        0.36    0.102373   0.0340238
          60        0.12    0.102667    0.033458
          61       -0.08   0.0996721   0.0330432
          62        0.16    0.100645   0.0325246
          63        -0.2    0.095873   0.0323565
          64        0.24    0.098125   0.0319292
          65       -0.12   0.0947692   0.0316139
          66       -0.28   0.0890909   0.0316407
          67       -0.04   0.0871642   0.0312271
          68        0.16   0.0882353   0.0307862
          69        0.08   0.0881159   0.0303403
          70         0.2   0.0897143   0.0299489
          71        0.12   0.0901408   0.0295301
          72        0.04   0.0894444   0.0291282
          73        0.04   0.0887671   0.0287371
          74       -0.04    0.087027   0.0284014
          75       -0.28   0.0821333   0.0284412
          76       -0.44   0.0752632   0.0288848
          77       -0.44   0.0685714   0.0292745
          78       -0.56   0.0605128   0.0299879
          79       -0.48   0.0536709   0.0303788
          80       -0.08       0.052    0.030045
          81       -0.16   0.0493827   0.0297878
          82       -0.16   0.0468293   0.0295338
          83       -0.16   0.0443373   0.0292829
          84       -0.04   0.0433333   0.0289515
          85       -0.12   0.0414118   0.0286746
          86       -0.16   0.0390698   0.0284367
          87        0.12        0.04    0.028125
          88           0   0.0395455   0.0278091
          89        0.08        0.04   0.0275003
          90         0.2   0.0417778   0.0272522
          91           0   0.0413187   0.0269566
          92       -0.08        0.04   0.0266958
          93       -0.12   0.0382796   0.0264641
          94       -0.32   0.0344681   0.0264556
          95       -0.44   0.0294737   0.0266444
          96           0   0.0291667   0.0263686
          97         0.2   0.0309278   0.0261555
          98       -0.04   0.0302041   0.0258987
          99       -0.08   0.0290909    0.025661
         100       -0.28       0.026   0.0255898
         101        0.08   0.0265347   0.0253421
         102       -0.04   0.0258824    0.025102
         103       -0.16   0.0240777   0.0249231
         104       -0.04   0.0234615   0.0246911
         105       -0.16   0.0217143   0.0245176
         106         0.2   0.0233962    0.024344
         107        0.32   0.0261682   0.0242738
         108        0.56   0.0311111   0.0245471
         109        0.48   0.0352294   0.0246649
         110         0.4   0.0385455   0.0246626
         111        0.12   0.0392793   0.0244514
         112        0.04   0.0392857    0.024233
         113        0.04    0.039292   0.0240186
         114       -0.12   0.0378947   0.0238485
         115       -0.04   0.0372174   0.0236508
         116           0   0.0368966    0.023449
         117       -0.04   0.0362393   0.0232578
         118       -0.32   0.0332203   0.0232558
