#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     1.69412     1.69412           0
           2    0.752941     1.22353    0.332756
           3    0.752941     1.06667    0.256156
           4    0.188235    0.847059    0.270332
           5   0.0470588    0.687059    0.259328
           6    0.752941    0.698039    0.216339
           7    0.188235     0.62521    0.197312
           8     1.69412    0.758824    0.213139
           9     6.77647     1.42745    0.658242
          10     9.22353     2.20706    0.947612
          11     9.22353     2.84492     1.05451
          12     10.5882      3.4902      1.1472
          13     1.69412     3.35204     1.06724
          14     1.17647     3.19664     1.00226
          15     3.01176     3.18431    0.935519
          16     1.17647     3.05882    0.885426
          17    0.423529     2.90381    0.846803
          18     2.30588     2.87059     0.80041
          19     3.81176     2.92012    0.759814
          20     4.70588     3.00941    0.727051
          21    0.752941     2.90196    0.700325
          22     1.69412     2.84706     0.67064
          23     1.69412     2.79693    0.643353
          24     1.69412     2.75098    0.618185
          25     2.30588     2.73318    0.593714
          26    0.752941     2.65701    0.575743
          27           0     2.55861    0.562767
          28    0.423529     2.48235     0.54781
          29   0.0470588     2.39838    0.535317
          30    0.752941     2.34353    0.520276
          31   0.0470588     2.26945    0.508739
          32    0.188235     2.20441    0.496981
          33    0.188235     2.14332    0.485662
          34   0.0470588     2.08166    0.475275
          35   0.0470588     2.02353    0.465237
          36    0.423529     1.97908    0.454432
          37     3.81176     2.02862    0.444841
          38     5.69412     2.12508     0.44347
          39     1.69412     2.11403    0.432237
          40     4.70588     2.17882     0.42626
          41   0.0470588     2.12683    0.419022
          42           0     2.07619    0.412094
          43    0.188235     2.03228    0.404843
          44    0.752941     2.00321    0.396684
          45     3.81176      2.0434      0.3899
          46     5.69412     2.12276    0.389417
          47     6.77647     2.22178    0.393518
          48     9.22353     2.36765    0.411469
          49     1.17647     2.34334    0.403789
          50     2.30588     2.34259    0.395714
          51    0.423529     2.30496    0.389739
          52     3.81176     2.33394     0.38332
          53   0.0470588     2.29079    0.378508
          54     3.81176     2.31895    0.372546
          55   0.0470588     2.27765    0.368055
          56     2.30588     2.27815    0.361483
          57     2.30588     2.27864    0.355141
          58     3.01176     2.29128    0.349243
          59     3.81176     2.31705    0.344273
          60    0.423529     2.28549    0.339979
          61    0.188235     2.25111    0.336139
          62    0.752941     2.22694    0.331585
          63     1.17647     2.21027    0.326741
          64     1.69412     2.20221    0.321735
          65    0.423529     2.17484    0.317947
          66     2.30588     2.17683    0.313136
          67   0.0470588     2.14504    0.310071
          68    0.752941     2.12457    0.306186
          69    0.188235      2.0965    0.303032
          70     1.17647     2.08336    0.298988
          71    0.423529     2.05998    0.295689
          72   0.0470588     2.03203    0.292901
          73   0.0470588     2.00483    0.290148
          74   0.0470588     1.97838    0.287431
          75     2.30588     1.98275    0.283632
          76     5.69412     2.03158    0.284073
          77     5.69412     2.07914    0.284338
          78     9.22353     2.17074    0.295077
          79     6.77647     2.22904    0.297045
          80    0.188235     2.20353    0.294425
          81    0.752941     2.18562    0.291335
          82    0.752941     2.16815    0.288305
          83    0.752941      2.1511    0.285335
          84   0.0470588     2.12605    0.283036
          85    0.423529     2.10602    0.280414
          86    0.752941     2.09029    0.277594
          87    0.423529     2.07113    0.275064
          88           0     2.04759    0.272943
          89    0.188235      2.0267    0.270675
          90     1.17647     2.01725    0.267832
          91           0     1.99509    0.265805
          92    0.188235     1.97545     0.26364
          93    0.423529     1.95876    0.261333
          94     3.01176     1.96996    0.258793
          95     5.69412     2.00916    0.259021
          96           0     1.98824    0.257167
          97     1.17647     1.97987    0.254652
          98   0.0470588     1.96014    0.252816
          99    0.188235     1.94225    0.250895
         100     2.30588     1.94588    0.248412
         101    0.188235     1.92848    0.246561
         102   0.0470588     1.91003    0.244833
         103    0.752941      1.8988    0.242714
         104   0.0470588       1.881    0.241032
         105    0.752941     1.87025    0.238976
         106     1.17647     1.86371    0.236811
         107     3.01176     1.87444    0.234841
         108     9.22353     1.94248    0.242324
         109     6.77647     1.98683    0.244126
         110     4.70588     2.01155    0.243155
         111    0.423529     1.99724    0.241385
         112   0.0470588     1.97983    0.239857
         113   0.0470588     1.96273    0.238343
         114    0.423529     1.94923    0.236634
         115   0.0470588     1.93269    0.235154
         116           0     1.91602    0.233716
         117   0.0470588     1.90005    0.232264
         118     3.01176     1.90947    0.230487
         119    0.423529     1.89698    0.228888
         120    0.423529     1.88471     0.22731
         121     2.30588     1.88819    0.225458
         122     1.17647     1.88235    0.223685
         123   0.0470588     1.86743    0.222364
         124   0.0470588     1.85275    0.221054
         125    0.423529     1.84132    0.219581
         126     5.69412      1.8719    0.219957
         127    0.188235     1.85864    0.218625
         128    0.188235     1.84559    0.217306
         129    0.752941     1.83712    0.215786
         130    0.188235     1.82443    0.214499
         131    0.423529     1.81374    0.213128
         132     2.30588     1.81747    0.211546
         133     5.69412     1.84662    0.211954
         134     3.81176     1.86128    0.210879
         135     1.17647     1.85621    0.209378
         136    0.423529     1.84567    0.208103
         137   0.0470588     1.83255    0.206998
         138           0     1.81927    0.205923
         139    0.188235     1.80753    0.204776
         140   0.0470588     1.79496    0.203699
         141    0.188235     1.78356    0.202573
         142   0.0470588     1.77133    0.201515
         143   0.0470588     1.75928    0.200466
         144     1.17647     1.75523    0.199115
         145    0.752941     1.74832    0.197862
         146     1.17647      1.7444    0.196545
         147     2.30588     1.74822    0.195245
         148   0.0470588     1.73672    0.194264
         149   0.0470588     1.72538    0.193291
         150    0.188235     1.71514    0.192274
         151           0     1.70378    0.191336
         152           0     1.69257    0.190405
         153   0.0470588     1.68181    0.189464
         154   0.0470588      1.6712    0.188531
         155     1.17647     1.66801    0.187342
         156   0.0470588     1.65762    0.186429
