#   N_BLOCK:  ACCEPTANCE:
           1    0.250461
           2    0.250217
           3    0.250698
           4    0.250991
           5    0.250897
           6     0.25078
           7     0.25067
           8    0.250508
           9    0.250667
          10    0.250621
          11    0.250555
          12    0.250725
          13    0.250805
          14    0.250747
          15    0.250737
          16    0.250656
          17    0.250591
          18    0.250769
          19    0.250812
          20    0.250764
