#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1   0.0008336   0.0008336           0
           2   0.0011828   0.0010082 0.000123461
           3    -0.00055   0.0004888 0.000432002
           4  -0.0002144    0.000313 0.000357989
           5  -0.0012448    1.44e-06 0.000399594
           6  -0.0043592-0.000725333 0.000742329
           7   0.0038088   -7.76e-05 0.000874343
           8  -0.0016048  -0.0002685 0.000785614
           9   0.0003524-0.000199511 0.000701346
          10   0.0017484   -4.72e-06 0.000657706
          11   0.0004704 3.84727e-05 0.000599331
          12  -0.0013532   -7.75e-05 0.000560495
          13  -0.0008216-0.000134738 0.000520295
          14  -0.0029188  -0.0003336 0.000519747
          15  -0.0018592-0.000435307 0.000494948
          16    0.005872   -4.11e-05 0.000600829
          17  -0.0018452-0.000147224 0.000574782
          18   -0.002032-0.000251933 0.000552305
          19  -0.0035492-0.000425474 0.000549825
          20   -0.006924  -0.0007504 0.000610844
