#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.313687    0.313687           0
           2     0.31812    0.315903  0.00156705
           3     0.31713    0.316312  0.00109673
           4    0.316252    0.316297 0.000822651
           5    0.319911     0.31702 0.000922464
           6    0.317956    0.317176 0.000781817
           7    0.316523    0.317083 0.000675667
           8    0.321655    0.317654 0.000797105
           9    0.315274     0.31739 0.000751119
          10    0.317092     0.31736 0.000676597
          11    0.317729    0.317393 0.000615919
          12    0.317258    0.317382 0.000564695
          13    0.319935    0.317579 0.000554349
          14    0.316501    0.317502 0.000520071
          15    0.316618    0.317443 0.000488726
          16    0.317551    0.317449 0.000458227
          17    0.318916    0.317536  0.00043932
          18    0.314625    0.317374 0.000443677
          19    0.317736    0.317393 0.000420735
          20    0.319731     0.31751 0.000415619
