#   N_BLOCK:  ACCEPTANCE:
           1    0.536134
           2    0.536031
           3    0.535809
           4    0.535872
           5     0.53598
           6    0.535864
           7    0.535708
           8    0.535694
           9    0.535761
          10     0.53582
          11    0.535843
          12    0.535803
          13     0.53574
          14    0.535708
          15    0.535667
          16    0.535642
          17    0.535605
          18    0.535641
          19     0.53568
          20    0.535685
