#   N_BLOCK:  ACCEPTANCE:
           1    0.483588
           2    0.483474
           3    0.483428
           4    0.483687
           5    0.483708
           6    0.483688
           7    0.483619
           8    0.483706
           9      0.4838
          10    0.483833
          11    0.483726
          12    0.483741
          13    0.483668
          14    0.483579
          15    0.483554
          16    0.483522
          17    0.483499
          18    0.483541
          19    0.483597
          20    0.483638
