#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.237015    0.237015           0
           2    0.236338    0.236677 0.000239132
           3    0.239206     0.23752 0.000706627
           4    0.234295    0.236714  0.00087654
           5    0.236884    0.236748 0.000701898
           6    0.233385    0.236187 0.000777093
           7    0.238741    0.236552 0.000746849
           8    0.239144    0.236876 0.000720337
           9    0.240053    0.237229 0.000721619
          10    0.236866    0.237193 0.000650368
          11    0.235915    0.237077 0.000601521
          12    0.237325    0.237097 0.000551751
          13    0.233445    0.236816 0.000576402
          14     0.23351     0.23658 0.000581611
          15    0.236668    0.236586 0.000542867
          16    0.234099    0.236431 0.000530734
          17    0.240487    0.236669 0.000550544
          18    0.234972    0.236575 0.000527973
          19    0.240024    0.236757 0.000530477
          20    0.234525    0.236645 0.000515558
