#   N_BLOCK:  ACCEPTANCE:
           1    0.316123
           2    0.315983
           3    0.316088
           4    0.316199
           5    0.315939
           6    0.315877
           7    0.315881
           8    0.315807
           9    0.315975
          10    0.315882
          11    0.315916
          12    0.315855
          13     0.31578
          14    0.315765
          15    0.315794
          16    0.315685
          17    0.315672
          18     0.31567
          19    0.315646
          20    0.315588
