#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     69.6532     69.6532           0
           2     74.4479     72.0506     1.69518
           3     69.1222     71.0745      1.3829
           4     65.7014     69.7312     1.55853
           5     70.3541     69.8558     1.25179
           6     65.0498     69.0548     1.27391
           7     77.3016     70.2329     1.54336
           8     73.4569     70.6359     1.40207
           9     72.3663     70.8282      1.2594
          10     65.9432     70.3397     1.22454
          11     75.5723     70.8154     1.20207
          12     69.9257     70.7412     1.10418
          13      69.107     70.6155     1.02637
          14     68.1892     70.4422    0.967581
          15     75.3085     70.7666    0.955918
          16     68.0499     70.5968    0.911129
          17     72.0988     70.6852    0.861806
          18     72.9714     70.8122    0.823234
          19     70.7363     70.8082    0.779915
          20     72.3689     70.8862    0.744813
