# DISTANCE:     AVE_GOFR:        ERROR:
           1           0           0           0
           85.47651e+162 0.000760365    0.119927
           85.54329e+162 0.000752255    0.120011
           85.61008e+162 0.000744976    0.120263
           85.67687e+162 0.000725035     0.11839
           85.74365e+162  0.00070999    0.117313
           85.81044e+162 0.000687894    0.114888
           85.87723e+162 0.000668752     0.11295
           85.94401e+162 0.000650571     0.11108
           8 6.0108e+162 0.000639996    0.110469
           86.07759e+162 0.000624429     0.10896
           86.14437e+162 0.000608828    0.107361
           86.21116e+162 0.000595753    0.106181
           86.27795e+162 0.000579287    0.104323
           86.34473e+162 0.000571878    0.104059
           86.41152e+162 0.000563854    0.103658
           86.47831e+162 0.000562123    0.104376
           86.54509e+162 0.000557521    0.104558
           86.61188e+162 0.000564093    0.106876
           9           0           0           0
           96.67867e+160           0           0
           91.33573e+161           0           0
           9 2.0036e+161           0           0
           92.67147e+161           0           0
           93.33933e+161           0           0
           9 4.0072e+161           0           0
           94.67507e+161           0           0
           95.34293e+161           0           0
           9 6.0108e+161           0           0
           96.67867e+161           0           0
           97.34653e+161           0           0
           9 8.0144e+161           0           0
           98.68227e+161           0           0
           99.35013e+161           0           0
           9 1.0018e+162           0           0
           91.06859e+162           0           0
           91.13537e+162           0           0
           91.20216e+162           0           0
           91.26895e+162           0           0
           91.33573e+162           0           0
           91.40252e+162           0           0
           91.46931e+162           0           0
           91.53609e+162           0           0
           91.60288e+162           0           0
           91.66967e+162           0           0
           91.73645e+162           0           0
           91.80324e+162           0           0
           91.87003e+162           0           0
           91.93681e+162           0           0
           9 2.0036e+162           0           0
           92.07039e+162           0           0
           92.13717e+162           0           0
           92.20396e+162           0           0
           92.27075e+162 5.92932e-07 5.51949e-05
           92.33753e+162 1.61768e-05   0.0011089
           92.40432e+162 0.000103593  0.00703733
           92.47111e+162 0.000348927   0.0242559
           92.53789e+162  0.00071859   0.0512153
           92.60468e+162  0.00111425   0.0813722
           92.67147e+162  0.00139053     0.10398
           92.73825e+162  0.00152231    0.116507
           92.80504e+162  0.00154604    0.121031
           92.87183e+162  0.00144153    0.115438
           92.93861e+162   0.0013147    0.107596
           9 3.0054e+162   0.0011736     0.09809
           93.07219e+162  0.00106703   0.0910833
           93.13897e+162   0.0009401   0.0818879
           93.20576e+162 0.000841916   0.0748037
           93.27255e+162 0.000762085   0.0690993
           93.33933e+162 0.000680511   0.0629145
           93.40612e+162 0.000619071   0.0583035
           93.47291e+162 0.000572534   0.0549439
           93.53969e+162 0.000533116   0.0520728
           93.60648e+162 0.000488909   0.0486391
           93.67327e+162 0.000469351   0.0475269
           93.74005e+162 0.000450702   0.0464537
           93.80684e+162 0.000444721    0.046599
           93.87363e+162 0.000423741   0.0451403
           93.94041e+162 0.000411851   0.0445923
           9 4.0072e+162 0.000408046   0.0448854
           94.07399e+162 0.000422778   0.0472851
           94.14077e+162 0.000424394   0.0482052
           94.20756e+162 0.000432272   0.0498633
           94.27435e+162 0.000429731   0.0502964
           94.34113e+162 0.000446082    0.052991
           94.40792e+162 0.000467862   0.0563982
           94.47471e+162 0.000475228   0.0581168
           94.54149e+162 0.000503831   0.0624981
           94.60828e+162  0.00052942   0.0666136
           94.67507e+162 0.000548768   0.0700038
           94.74185e+162 0.000582133   0.0752948
           94.80864e+162 0.000618384   0.0810553
           94.87543e+162  0.00064448   0.0856409
           94.94221e+162 0.000666238    0.089711
           9  5.009e+162 0.000690016   0.0941093
           95.07579e+162 0.000711758    0.098312
           95.14257e+162 0.000727048    0.101705
           95.20936e+162 0.000736435    0.104301
           95.27615e+162 0.000751819    0.107863
           95.34293e+162 0.000755296     0.10966
           95.40972e+162 0.000767231    0.112737
           95.47651e+162 0.000761456    0.113226
           95.54329e+162 0.000752901    0.113244
           95.61008e+162 0.000745618     0.11348
           95.67687e+162 0.000724932    0.111601
           95.74365e+162 0.000709414    0.110506
           95.81044e+162 0.000686856    0.108153
           95.87723e+162 0.000667294    0.106257
           95.94401e+162 0.000650774    0.104758
           9 6.0108e+162 0.000640614    0.104251
           96.07759e+162 0.000625539     0.10291
           96.14437e+162 0.000608129    0.101104
           96.21116e+162 0.000593719   0.0997681
           96.27795e+162 0.000577076   0.0979844
           96.34473e+162 0.000570757   0.0979141
           96.41152e+162 0.000562686   0.0975252
           96.47831e+162 0.000560492   0.0981222
           96.54509e+162 0.000557641   0.0985976
           96.61188e+162 0.000562717    0.100516
          10           0           0           0
          106.67867e+160           0           0
          101.33573e+161           0           0
          10 2.0036e+161           0           0
          102.67147e+161           0           0
          103.33933e+161           0           0
          10 4.0072e+161           0           0
          104.67507e+161           0           0
          105.34293e+161           0           0
          10 6.0108e+161           0           0
          106.67867e+161           0           0
          107.34653e+161           0           0
          10 8.0144e+161           0           0
          108.68227e+161           0           0
          109.35013e+161           0           0
          10 1.0018e+162           0           0
          101.06859e+162           0           0
          101.13537e+162           0           0
          101.20216e+162           0           0
          101.26895e+162           0           0
          101.33573e+162           0           0
          101.40252e+162           0           0
          101.46931e+162           0           0
          101.53609e+162           0           0
          101.60288e+162           0           0
          101.66967e+162           0           0
          101.73645e+162           0           0
          101.80324e+162           0           0
          101.87003e+162           0           0
          101.93681e+162           0           0
          10 2.0036e+162           0           0
          102.07039e+162           0           0
          102.13717e+162           0           0
          102.20396e+162           0           0
          102.27075e+162 8.78617e-07 8.29658e-05
          102.33753e+162 1.63464e-05  0.00105883
          102.40432e+162 0.000103462  0.00666576
          102.47111e+162 0.000349295   0.0230345
          102.53789e+162 0.000721913   0.0488143
          102.60468e+162  0.00111577   0.0772998
          102.67147e+162  0.00138769   0.0984431
          102.73825e+162  0.00151952    0.110325
          102.80504e+162  0.00153514    0.114036
          102.87183e+162  0.00143357    0.108919
          102.93861e+162   0.0013244    0.102847
          10 3.0054e+162  0.00117439   0.0931166
          103.07219e+162  0.00106711   0.0864111
          103.13897e+162 0.000943032   0.0779285
          103.20576e+162 0.000843158   0.0710691
          103.27255e+162 0.000762991   0.0656259
          103.33933e+162 0.000682212     0.05983
          103.40612e+162 0.000617882   0.0552024
          103.47291e+162 0.000575547   0.0523993
          103.53969e+162 0.000533971    0.049478
          103.60648e+162  0.00049131   0.0463697
          103.67327e+162  0.00047207   0.0453503
          103.74005e+162 0.000453553   0.0443486
          103.80684e+162 0.000444769   0.0442075
          103.87363e+162 0.000423034    0.042749
          103.94041e+162 0.000411136   0.0422277
          10 4.0072e+162 0.000405948   0.0423662
          104.07399e+162 0.000419731   0.0445409
          104.14077e+162 0.000423434   0.0456242
          104.20756e+162 0.000428543   0.0469078
          104.27435e+162 0.000428496   0.0475776
          104.34113e+162  0.00044426    0.050068
          104.40792e+162 0.000465147   0.0531998
          104.47471e+162 0.000476975   0.0553388
          104.54149e+162 0.000503713   0.0592756
          104.60828e+162 0.000528061   0.0630325
          104.67507e+162  0.00054907   0.0664463
          104.74185e+162 0.000583249   0.0715661
          104.80864e+162 0.000619756   0.0770665
          104.87543e+162 0.000644106   0.0811946
          104.94221e+162 0.000668836   0.0854393
          10  5.009e+162 0.000691459   0.0894644
          105.07579e+162 0.000712742   0.0933941
          105.14257e+162 0.000725989   0.0963435
          105.20936e+162 0.000737746   0.0991244
          105.27615e+162 0.000753833    0.102597
          105.34293e+162 0.000755587    0.104068
          105.40972e+162 0.000767973    0.107051
          105.47651e+162 0.000762439    0.107551
          105.54329e+162 0.000752059    0.107313
          105.61008e+162 0.000743078    0.107293
          105.67687e+162   0.0007237    0.105693
          105.74365e+162 0.000709207    0.104799
          105.81044e+162 0.000687762    0.102738
          105.87723e+162 0.000669203    0.101094
          105.94401e+162 0.000650986   0.0994136
          10 6.0108e+162 0.000638689   0.0986064
          106.07759e+162 0.000624073      0.0974
          106.14437e+162 0.000608243   0.0959319
          106.21116e+162 0.000593479   0.0946074
          106.27795e+162 0.000579772    0.093397
          106.34473e+162 0.000571773   0.0930538
          106.41152e+162  0.00056232   0.0924578
          106.47831e+162  0.00056015   0.0930283
          106.54509e+162 0.000558667     0.09371
          106.61188e+162  0.00056318   0.0954317
          11           0           0           0
          116.67867e+160           0           0
          111.33573e+161           0           0
          11 2.0036e+161           0           0
          112.67147e+161           0           0
          113.33933e+161           0           0
          11 4.0072e+161           0           0
          114.67507e+161           0           0
          115.34293e+161           0           0
          11 6.0108e+161           0           0
          116.67867e+161           0           0
          117.34653e+161           0           0
          11 8.0144e+161           0           0
          118.68227e+161           0           0
          119.35013e+161           0           0
          11 1.0018e+162           0           0
          111.06859e+162           0           0
          111.13537e+162           0           0
          111.20216e+162           0           0
          111.26895e+162           0           0
          111.33573e+162           0           0
          111.40252e+162           0           0
          111.46931e+162           0           0
          111.53609e+162           0           0
          111.60288e+162           0           0
          111.66967e+162           0           0
          111.73645e+162           0           0
          111.80324e+162           0           0
          111.87003e+162           0           0
          111.93681e+162           0           0
          11 2.0036e+162           0           0
          112.07039e+162           0           0
          112.13717e+162           0           0
          112.20396e+162           0           0
          112.27075e+162 7.98743e-07 7.54235e-05
          112.33753e+162 1.57842e-05 0.000979784
          112.40432e+162 0.000103953  0.00638468
          112.47111e+162 0.000350579   0.0220439
          112.53789e+162 0.000722968   0.0466091
          112.60468e+162  0.00111521   0.0736633
          112.67147e+162  0.00139373   0.0942765
          112.73825e+162  0.00152536    0.105601
          112.80504e+162  0.00153158    0.108478
          112.87183e+162  0.00143265    0.103778
          112.93861e+162  0.00132699   0.0982474
          11 3.0054e+162  0.00117274   0.0886573
          113.07219e+162  0.00106643   0.0823339
          113.13897e+162  0.00094285    0.074285
          113.20576e+162  0.00083739   0.0673133
          113.27255e+162  0.00075878   0.0622321
          113.33933e+162 0.000679336   0.0568055
          113.40612e+162 0.000617596   0.0526059
          113.47291e+162 0.000578322   0.0502023
          113.53969e+162   0.0005337   0.0471496
          113.60648e+162 0.000488602   0.0439714
          113.67327e+162 0.000470926    0.043132
          113.74005e+162   0.0004545   0.0423676
          113.80684e+162 0.000445371   0.0422036
          113.87363e+162 0.000422128     0.04067
          113.94041e+162  0.00041241   0.0403862
          11 4.0072e+162 0.000406975   0.0404957
          114.07399e+162  0.00042095   0.0425875
          114.14077e+162 0.000424711   0.0436298
          114.20756e+162 0.000430281   0.0449037
          114.27435e+162 0.000430649   0.0455947
          114.34113e+162 0.000445593    0.047881
          114.40792e+162  0.00046739   0.0509719
          114.47471e+162 0.000480668   0.0531858
          114.54149e+162 0.000505972   0.0567749
          114.60828e+162 0.000529515   0.0602646
          114.67507e+162 0.000548563   0.0632946
          114.74185e+162 0.000583528    0.068266
          114.80864e+162  0.00061727     0.07319
          114.87543e+162 0.000641683    0.077127
          114.94221e+162 0.000667062   0.0812455
          11  5.009e+162 0.000689974   0.0851166
          115.07579e+162 0.000712622   0.0890306
          115.14257e+162 0.000725757   0.0918283
          115.20936e+162 0.000737335   0.0944574
          115.27615e+162 0.000752465   0.0976409
          115.34293e+162 0.000755056    0.099152
          115.40972e+162 0.000766323    0.101849
          115.47651e+162 0.000759518    0.102158
          115.54329e+162 0.000749228     0.10194
          115.61008e+162 0.000742427    0.102208
          115.67687e+162 0.000723989    0.100813
          115.74365e+162 0.000709163   0.0999104
          115.81044e+162  0.00068707   0.0978573
          115.87723e+162 0.000671532   0.0967279
          115.94401e+162 0.000651444    0.094853
          11 6.0108e+162 0.000638563   0.0939976
          116.07759e+162 0.000624243   0.0928905
          116.14437e+162 0.000608743   0.0915421
          116.21116e+162 0.000595048   0.0904441
          116.27795e+162 0.000581003   0.0892387
          116.34473e+162 0.000574192   0.0891045
          116.41152e+162 0.000563229   0.0882963
          116.47831e+162 0.000560391   0.0887357
          116.54509e+162 0.000558941   0.0893917
          116.61188e+162 0.000563564   0.0910494
          12           0           0           0
          126.67867e+160           0           0
          121.33573e+161           0           0
          12 2.0036e+161           0           0
          122.67147e+161           0           0
          123.33933e+161           0           0
          12 4.0072e+161           0           0
          124.67507e+161           0           0
          125.34293e+161           0           0
          12 6.0108e+161           0           0
          126.67867e+161           0           0
          127.34653e+161           0           0
          12 8.0144e+161           0           0
          128.68227e+161           0           0
          129.35013e+161           0           0
          12 1.0018e+162           0           0
          121.06859e+162           0           0
          121.13537e+162           0           0
          121.20216e+162           0           0
          121.26895e+162           0           0
          121.33573e+162           0           0
          121.40252e+162           0           0
          121.46931e+162           0           0
          121.53609e+162           0           0
          121.60288e+162           0           0
          121.66967e+162           0           0
          121.73645e+162           0           0
          121.80324e+162           0           0
          121.87003e+162           0           0
          121.93681e+162           0           0
          12 2.0036e+162           0           0
          122.07039e+162           0           0
          122.13717e+162           0           0
          122.20396e+162           0           0
          122.27075e+162   7.771e-07 6.96775e-05
          122.33753e+162 1.58647e-05 0.000939654
          122.40432e+162 0.000105113  0.00618355
          122.47111e+162 0.000352732   0.0212384
          122.53789e+162  0.00072515     0.04476
          122.60468e+162  0.00111767   0.0706825
          122.67147e+162  0.00139067   0.0900652
          122.73825e+162  0.00152694    0.101209
          122.80504e+162  0.00153295     0.10395
          122.87183e+162  0.00143632   0.0996135
          122.93861e+162  0.00132335   0.0938055
          12 3.0054e+162  0.00116959   0.0846566
          123.07219e+162   0.0010636   0.0786196
          123.13897e+162 0.000943269   0.0711522
          123.20576e+162 0.000834281   0.0642112
          123.27255e+162 0.000754865   0.0592802
          123.33933e+162 0.000676541   0.0541644
          123.40612e+162 0.000617511   0.0503568
          123.47291e+162 0.000578156   0.0480472
          123.53969e+162 0.000533977   0.0451642
          123.60648e+162 0.000487475       0.042
          123.67327e+162 0.000472474   0.0414299
          123.74005e+162  0.00045652   0.0407431
          123.80684e+162 0.000446793   0.0405349
          123.87363e+162 0.000422408   0.0389617
          123.94041e+162 0.000414156   0.0388318
          12 4.0072e+162 0.000407374   0.0388079
          124.07399e+162  0.00041912   0.0405974
          124.14077e+162 0.000425047   0.0418021
          124.20756e+162 0.000431636   0.0431247
          124.27435e+162 0.000431943   0.0437846
          124.34113e+162 0.000445888   0.0458712
          124.40792e+162 0.000466946   0.0487534
          124.47471e+162 0.000480836   0.0509368
          124.54149e+162 0.000505152   0.0542692
          124.60828e+162   0.0005296   0.0577064
          124.67507e+162 0.000548661   0.0606097
          124.74185e+162 0.000583973   0.0654079
          124.80864e+162 0.000618734    0.070241
          124.87543e+162 0.000643251   0.0740229
          124.94221e+162 0.000665257   0.0775757
          12  5.009e+162  0.00068822   0.0812862
          125.07579e+162 0.000715298   0.0855651
          125.14257e+162 0.000726787   0.0880427
          125.20936e+162 0.000735816   0.0902508
          125.27615e+162 0.000751021   0.0933017
          125.34293e+162 0.000756371   0.0950948
          125.40972e+162 0.000765404   0.0973945
          125.47651e+162 0.000758731   0.0977045
          125.54329e+162 0.000748414   0.0974937
          125.61008e+162 0.000742209   0.0978263
          125.67687e+162 0.000725062   0.0966643
          125.74365e+162 0.000709791   0.0957381
          125.81044e+162 0.000687153   0.0937014
          125.87723e+162 0.000670539   0.0924719
          125.94401e+162 0.000649911   0.0906032
          12 6.0108e+162 0.000638965   0.0900516
          126.07759e+162 0.000623923   0.0888888
          126.14437e+162 0.000607411   0.0874547
          126.21116e+162 0.000594243   0.0864753
          126.27795e+162 0.000580814   0.0854095
          126.34473e+162 0.000573923   0.0852691
          126.41152e+162 0.000563974   0.0846481
          126.47831e+162 0.000561265   0.0850903
          126.54509e+162 0.000560359   0.0858051
          126.61188e+162 0.000562515     0.08701
          13           0           0           0
          136.67867e+160           0           0
          131.33573e+161           0           0
          13 2.0036e+161           0           0
          132.67147e+161           0           0
          133.33933e+161           0           0
          13 4.0072e+161           0           0
          134.67507e+161           0           0
          135.34293e+161           0           0
          13 6.0108e+161           0           0
          136.67867e+161           0           0
          137.34653e+161           0           0
          13 8.0144e+161           0           0
          138.68227e+161           0           0
          139.35013e+161           0           0
          13 1.0018e+162           0           0
          131.06859e+162           0           0
          131.13537e+162           0           0
          131.20216e+162           0           0
          131.26895e+162           0           0
          131.33573e+162           0           0
          131.40252e+162           0           0
          131.46931e+162           0           0
          131.53609e+162           0           0
          131.60288e+162           0           0
          131.66967e+162           0           0
          131.73645e+162           0           0
          131.80324e+162           0           0
          131.87003e+162           0           0
          131.93681e+162           0           0
          13 2.0036e+162           0           0
          132.07039e+162           0           0
          132.13717e+162           0           0
          132.20396e+162           0           0
          132.27075e+162 7.17323e-07 6.43177e-05
          132.33753e+162 1.64709e-05 0.000939684
          132.40432e+162 0.000105241  0.00594685
          132.47111e+162 0.000352032   0.0203643
          132.53789e+162 0.000723567   0.0429101
          132.60468e+162  0.00112024   0.0680663
          132.67147e+162   0.0013937   0.0867212
          132.73825e+162  0.00152286   0.0969816
          132.80504e+162  0.00152868   0.0995964
          132.87183e+162  0.00143573   0.0956618
          132.93861e+162  0.00131871   0.0898121
          13 3.0054e+162   0.0011699   0.0813557
          133.07219e+162  0.00106221   0.0754349
          133.13897e+162  0.00094235   0.0682931
          133.20576e+162 0.000834732   0.0617235
          133.27255e+162 0.000758939   0.0572671
          133.33933e+162 0.000678267   0.0521699
          133.40612e+162 0.000618471    0.048455
          133.47291e+162 0.000577054   0.0460721
          133.53969e+162 0.000531866   0.0432238
          133.60648e+162 0.000489779   0.0405449
          133.67327e+162 0.000474151   0.0399454
          133.74005e+162 0.000458343      0.0393
          133.80684e+162  0.00044619   0.0388899
          133.87363e+162 0.000424309   0.0376037
          133.94041e+162 0.000415183   0.0373999
          13 4.0072e+162 0.000408721   0.0374095
          134.07399e+162 0.000416778   0.0387907
          134.14077e+162 0.000423135   0.0399839
          134.20756e+162 0.000430958   0.0413644
          134.27435e+162 0.000433058   0.0421751
          134.34113e+162  0.00044722   0.0442039
          134.40792e+162 0.000466906   0.0468348
          134.47471e+162 0.000483097   0.0491728
          134.54149e+162  0.00050707   0.0523413
          134.60828e+162 0.000529578   0.0554386
          134.67507e+162 0.000546531   0.0580103
          134.74185e+162 0.000583269   0.0627652
          134.80864e+162 0.000619537   0.0675721
          134.87543e+162 0.000643786   0.0711755
          134.94221e+162 0.000664109   0.0744017
          13  5.009e+162 0.000686377   0.0778892
          135.07579e+162 0.000713089   0.0819575
          135.14257e+162 0.000727539   0.0846751
          135.20936e+162  0.00073456   0.0865626
          135.27615e+162 0.000749938   0.0895091
          135.34293e+162 0.000756958   0.0914328
          135.40972e+162 0.000764995   0.0935214
          135.47651e+162 0.000758627    0.093856
          135.54329e+162 0.000746912   0.0934824
          135.61008e+162 0.000740287   0.0937473
          135.67687e+162 0.000723843   0.0927164
          135.74365e+162 0.000709464   0.0919368
          135.81044e+162 0.000687371   0.0900531
          135.87723e+162 0.000671834   0.0890157
          135.94401e+162 0.000651638   0.0872828
          13 6.0108e+162 0.000640961   0.0867931
          136.07759e+162 0.000623645   0.0853622
          136.14437e+162 0.000607365   0.0840165
          136.21116e+162 0.000594981   0.0831851
          136.27795e+162 0.000581316   0.0821282
          136.34473e+162 0.000574073   0.0819436
          136.41152e+162 0.000565957   0.0816174
          136.47831e+162 0.000563286   0.0820516
          136.54509e+162 0.000560194   0.0824137
          136.61188e+162 0.000562929    0.083656
          14           0           0           0
          146.67867e+160           0           0
          141.33573e+161           0           0
          14 2.0036e+161           0           0
          142.67147e+161           0           0
          143.33933e+161           0           0
          14 4.0072e+161           0           0
          144.67507e+161           0           0
          145.34293e+161           0           0
          14 6.0108e+161           0           0
          146.67867e+161           0           0
          147.34653e+161           0           0
          14 8.0144e+161           0           0
          148.68227e+161           0           0
          149.35013e+161           0           0
          14 1.0018e+162           0           0
          141.06859e+162           0           0
          141.13537e+162           0           0
          141.20216e+162           0           0
          141.26895e+162           0           0
          141.33573e+162           0           0
          141.40252e+162           0           0
          141.46931e+162           0           0
          141.53609e+162           0           0
          141.60288e+162           0           0
          141.66967e+162           0           0
          141.73645e+162           0           0
          141.80324e+162           0           0
          141.87003e+162           0           0
          141.93681e+162           0           0
          14 2.0036e+162           0           0
          142.07039e+162           0           0
          142.13717e+162           0           0
          142.20396e+162           0           0
          142.27075e+162  7.3539e-07 6.11973e-05
          142.33753e+162 1.61699e-05 0.000889596
          142.40432e+162 0.000106348  0.00579339
          142.47111e+162 0.000348608   0.0194442
          142.53789e+162 0.000722568   0.0412913
          142.60468e+162  0.00112039   0.0655974
          142.67147e+162  0.00139552   0.0836748
          142.73825e+162  0.00151931   0.0932378
          142.80504e+162  0.00152993     0.09605
          142.87183e+162  0.00143657   0.0922334
          142.93861e+162  0.00132005   0.0866295
          14 3.0054e+162  0.00117268   0.0785837
          143.07219e+162  0.00106447   0.0728453
          143.13897e+162 0.000941631   0.0657576
          143.20576e+162 0.000833519    0.059391
          143.27255e+162 0.000760076   0.0552631
          143.33933e+162 0.000678574   0.0502914
          143.40612e+162 0.000615363   0.0464639
          143.47291e+162 0.000575919   0.0443073
          143.53969e+162 0.000531825    0.041647
          143.60648e+162 0.000488281   0.0389503
          143.67327e+162 0.000472708   0.0383749
          143.74005e+162 0.000457576   0.0378041
          143.80684e+162  0.00044706   0.0375469
          143.87363e+162 0.000427391   0.0365088
          143.94041e+162  0.00041866   0.0363552
          14 4.0072e+162 0.000409255   0.0360947
          144.07399e+162  0.00041575   0.0372854
          144.14077e+162 0.000423247   0.0385371
          144.20756e+162 0.000430735   0.0398359
          144.27435e+162  0.00043258   0.0405947
          144.34113e+162 0.000446794   0.0425543
          144.40792e+162 0.000466446   0.0450854
          144.47471e+162 0.000483519   0.0474236
          144.54149e+162 0.000507222   0.0504512
          144.60828e+162 0.000529426   0.0534054
          144.67507e+162 0.000546621   0.0559082
          144.74185e+162   0.0005829   0.0604427
          144.80864e+162 0.000618689   0.0650246
          144.87543e+162  0.00064192   0.0683892
          144.94221e+162 0.000664176   0.0716996
          14  5.009e+162 0.000686643   0.0750829
          145.07579e+162 0.000711617   0.0788137
          145.14257e+162 0.000728205   0.0816687
          145.20936e+162 0.000736365    0.083621
          145.27615e+162 0.000749915   0.0862469
          145.34293e+162  0.00075716   0.0881282
          145.40972e+162 0.000764355   0.0900426
          145.47651e+162 0.000758096   0.0903768
          145.54329e+162 0.000746812   0.0900689
          145.61008e+162 0.000740441   0.0903543
          145.67687e+162 0.000724308   0.0894002
          145.74365e+162 0.000709939   0.0886493
          145.81044e+162  0.00068815   0.0868757
          145.87723e+162 0.000671763   0.0857668
          145.94401e+162 0.000652689   0.0842439
          14 6.0108e+162 0.000642368    0.083821
          146.07759e+162  0.00062229   0.0820798
          146.14437e+162 0.000607844   0.0810238
          146.21116e+162 0.000594839   0.0801387
          146.27795e+162 0.000581198   0.0791231
          146.34473e+162  0.00057371   0.0789117
          146.41152e+162 0.000566015    0.078655
          146.47831e+162 0.000563952   0.0791596
          146.54509e+162 0.000560796    0.079501
          146.61188e+162  0.00056308   0.0806327
          15           0           0           0
          156.67867e+160           0           0
          151.33573e+161           0           0
          15 2.0036e+161           0           0
          152.67147e+161           0           0
          153.33933e+161           0           0
          15 4.0072e+161           0           0
          154.67507e+161           0           0
          155.34293e+161           0           0
          15 6.0108e+161           0           0
          156.67867e+161           0           0
          157.34653e+161           0           0
          15 8.0144e+161           0           0
          158.68227e+161           0           0
          159.35013e+161           0           0
          15 1.0018e+162           0           0
          151.06859e+162           0           0
          151.13537e+162           0           0
          151.20216e+162           0           0
          151.26895e+162           0           0
          151.33573e+162           0           0
          151.40252e+162           0           0
          151.46931e+162           0           0
          151.53609e+162           0           0
          151.60288e+162           0           0
          151.66967e+162           0           0
          151.73645e+162           0           0
          151.80324e+162           0           0
          151.87003e+162           0           0
          151.93681e+162           0           0
          15 2.0036e+162           0           0
          152.07039e+162           0           0
          152.13717e+162           0           0
          152.20396e+162           0           0
          152.27075e+162 6.86364e-07 5.71175e-05
          152.33753e+162 1.61098e-05 0.000854378
          152.40432e+162 0.000105191  0.00553991
          152.47111e+162 0.000347353   0.0187177
          152.53789e+162 0.000725417   0.0400516
          152.60468e+162  0.00112664   0.0637389
          152.67147e+162  0.00139912   0.0810482
          152.73825e+162  0.00151772   0.0899811
          152.80504e+162  0.00152485   0.0924908
          152.87183e+162  0.00143625   0.0890827
          152.93861e+162  0.00132115    0.083758
          15 3.0054e+162  0.00116756   0.0755965
          153.07219e+162   0.0010622   0.0702256
          153.13897e+162 0.000940465   0.0634488
          153.20576e+162 0.000832271   0.0572907
          153.27255e+162 0.000759563   0.0533499
          153.33933e+162 0.000682103   0.0488445
          153.40612e+162 0.000617618   0.0450549
          153.47291e+162 0.000575191   0.0427489
          153.53969e+162 0.000532426   0.0402794
          153.60648e+162 0.000490879   0.0378342
          153.67327e+162  0.00047389   0.0371653
          153.74005e+162 0.000458212   0.0365701
          153.80684e+162 0.000446939    0.036262
          153.87363e+162 0.000428828   0.0353894
          153.94041e+162 0.000420402   0.0352699
          15 4.0072e+162 0.000410525     0.03498
          154.07399e+162 0.000416963   0.0361248
          154.14077e+162 0.000423141   0.0372189
          154.20756e+162 0.000429956   0.0384137
          154.27435e+162 0.000430815   0.0390616
          154.34113e+162 0.000445925   0.0410314
          154.40792e+162 0.000464602    0.043388
          154.47471e+162 0.000484368    0.045895
          154.54149e+162 0.000506821   0.0487011
          154.60828e+162 0.000527486   0.0514095
          154.67507e+162 0.000546162   0.0539665
          154.74185e+162 0.000581733   0.0582769
          154.80864e+162 0.000619022   0.0628527
          154.87543e+162 0.000643099   0.0661908
          154.94221e+162  0.00066456   0.0693061
          15  5.009e+162 0.000686058   0.0724736
          155.07579e+162 0.000710644   0.0760365
          155.14257e+162 0.000726255   0.0786912
          155.20936e+162  0.00073631   0.0807784
          155.27615e+162 0.000749581   0.0832825
          155.34293e+162 0.000758189    0.085255
          155.40972e+162 0.000765791   0.0871532
          155.47651e+162 0.000758413    0.087347
          155.54329e+162 0.000747113   0.0870492
          155.61008e+162 0.000739258   0.0871514
          155.67687e+162 0.000723969   0.0863277
          155.74365e+162 0.000709709   0.0856134
          155.81044e+162    0.000688   0.0839109
          155.87723e+162 0.000671896   0.0828735
          155.94401e+162 0.000653496   0.0814879
          15 6.0108e+162 0.000642517   0.0809965
          156.07759e+162 0.000623402    0.079439
          156.14437e+162  0.00060914   0.0784451
          156.21116e+162 0.000595157   0.0774617
          156.27795e+162 0.000581485   0.0764768
          156.34473e+162 0.000574053   0.0762804
          156.41152e+162 0.000566876   0.0761032
          156.47831e+162  0.00056363   0.0764309
          156.54509e+162 0.000559979   0.0766937
          156.61188e+162  0.00056253   0.0778214
          16           0           0           0
          166.67867e+160           0           0
          161.33573e+161           0           0
          16 2.0036e+161           0           0
          162.67147e+161           0           0
          163.33933e+161           0           0
          16 4.0072e+161           0           0
          164.67507e+161           0           0
          165.34293e+161           0           0
          16 6.0108e+161           0           0
          166.67867e+161           0           0
          167.34653e+161           0           0
          16 8.0144e+161           0           0
          168.68227e+161           0           0
          169.35013e+161           0           0
          16 1.0018e+162           0           0
          161.06859e+162           0           0
          161.13537e+162           0           0
          161.20216e+162           0           0
          161.26895e+162           0           0
          161.33573e+162           0           0
          161.40252e+162           0           0
          161.46931e+162           0           0
          161.53609e+162           0           0
          161.60288e+162           0           0
          161.66967e+162           0           0
          161.73645e+162           0           0
          161.80324e+162           0           0
          161.87003e+162           0           0
          161.93681e+162           0           0
          16 2.0036e+162           0           0
          162.07039e+162           0           0
          162.13717e+162           0           0
          162.20396e+162           0           0
          162.27075e+162 7.04107e-07 5.48069e-05
          162.33753e+162 1.63222e-05 0.000836531
          162.40432e+162 0.000105363   0.0053715
          162.47111e+162 0.000346355   0.0180711
          162.53789e+162 0.000726172   0.0388193
          162.60468e+162  0.00112207   0.0614708
          162.67147e+162  0.00139238    0.078109
          162.73825e+162  0.00151464   0.0869482
          162.80504e+162  0.00152519    0.089572
          162.87183e+162  0.00143537   0.0861991
          162.93861e+162  0.00132208   0.0811531
          16 3.0054e+162  0.00117056   0.0733857
          163.07219e+162  0.00106458    0.068149
          163.13897e+162 0.000943674   0.0616479
