#   N_BLOCK:  ACCEPTANCE:
           1    0.348364
           2    0.348129
           3    0.348268
           4    0.348528
           5    0.348161
           6    0.348137
           7    0.348175
           8    0.348034
           9    0.348129
          10    0.348072
          11    0.348072
          12    0.348071
          13    0.347937
          14    0.347953
          15       0.348
          16    0.347913
          17    0.347902
          18    0.347948
          19    0.347963
          20    0.347805
