#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.374033    0.374033           0
           2    0.359845    0.366939  0.00501628
           3    0.368329    0.367402  0.00336551
           4     0.36862    0.367707  0.00253786
           5    0.362732    0.366712  0.00221677
           6    0.370731    0.367381   0.0019459
           7     0.35217    0.365208  0.00261336
           8    0.367482    0.365493   0.0023021
           9     0.38024    0.367131  0.00256399
          10    0.369954    0.367413  0.00232307
          11    0.364329    0.367133  0.00212874
          12     0.36972    0.367349  0.00196224
          13    0.370428    0.367585  0.00182553
          14    0.369097    0.367693  0.00169833
          15    0.362603    0.367354  0.00161865
          16    0.373169    0.367718  0.00155775
          17    0.364252    0.367514  0.00147939
          18    0.374348    0.367893  0.00144511
          19    0.358033    0.367374  0.00145926
          20    0.365767    0.367294  0.00138851
