#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    -0.30974    -0.30974           0
           2    -0.53916    -0.42445   0.0811122
           3    -0.15172    -0.33354   0.0918359
           4    -0.18806    -0.29717   0.0757372
           5    -0.23894   -0.285524   0.0614786
           6     0.11482     -0.2188   0.0795915
           7    -0.35482   -0.238231   0.0705534
           8    -0.10606    -0.22171   0.0636393
           9      0.0424   -0.192364   0.0629718
          10    -0.03984   -0.177112   0.0584926
          11      0.0498   -0.156484    0.056696
          12    -0.29046   -0.167648   0.0530592
          13       0.035    -0.15206   0.0512164
          14     0.02976   -0.139073   0.0491772
          15    -0.10926   -0.137085   0.0459388
          16      0.1016   -0.122168   0.0454253
          17      0.2965    -0.09754   0.0489762
          18     0.16618  -0.0828889   0.0483972
          19    -0.30882    -0.09478   0.0472882
          20     0.30726   -0.074678   0.0490105
