#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1        0.16        0.16           0
           2        0.16        0.16           0
           3       -0.28   0.0133333    0.119753
           4       -0.12       -0.02   0.0943398
           5       -0.28      -0.072   0.0886521
           6       -0.12       -0.08   0.0742369
           7       -0.16  -0.0914286   0.0645053
           8        0.04      -0.075   0.0584968
           9        0.32  -0.0311111   0.0664523
          10        0.32       0.004   0.0684573
          11        0.28   0.0290909   0.0666737
          12       -0.08        0.02   0.0617342
          13           0   0.0184615   0.0570046
          14           0   0.0171429   0.0529481
          15        0.04   0.0186667   0.0494401
          16         0.4      0.0425    0.051777
          17        0.24   0.0541176   0.0500177
          18         0.4   0.0733333   0.0507961
          19        0.24   0.0821053   0.0488742
          20        0.44         0.1   0.0495984
          21        0.28    0.108571   0.0479715
          22        0.32    0.118182   0.0467437
          23        0.28    0.125217   0.0452377
          24         0.2    0.128333     0.04346
          25         0.2      0.1312   0.0418161
          26        0.36        0.14   0.0411233
          27        0.28    0.145185   0.0399258
          28           0        0.14   0.0388351
          29         0.2    0.142069    0.037551
          30         0.2       0.144   0.0363489
          31        0.16    0.144516     0.03518
          32        0.28     0.14875   0.0343345
          33        0.16    0.149091   0.0332957
          34        0.16    0.149412    0.032318
          35        0.04    0.146286   0.0315455
          36        0.04    0.143333    0.030807
          37        0.12    0.142703   0.0299809
          38       -0.04    0.137895   0.0295749
          39       -0.08    0.132308   0.0293396
          40       -0.08       0.127   0.0290822
          41        0.04    0.124878   0.0284502
          42        0.28    0.128571   0.0280115
          43        0.16    0.129302   0.0273696
          44        0.04    0.127273   0.0268227
          45        0.08    0.126222   0.0262472
          46        0.04    0.124348   0.0257435
          47       -0.04    0.120851   0.0254321
          48       -0.08    0.116667   0.0252442
          49       -0.08    0.112653    0.025046
          50       -0.04      0.1096   0.0247305
          51        0.04    0.108235   0.0242832
          52        0.16    0.109231   0.0238366
          53        0.24    0.111698   0.0235142
          54        0.12    0.111852   0.0230793
          55        0.28    0.114909   0.0228612
          56        0.32    0.118571   0.0227445
          57        0.36    0.122807   0.0227364
          58        0.36    0.126897   0.0227092
          59         0.4    0.131525   0.0227912
          60        0.32    0.134667   0.0226268
          61        0.24    0.136393   0.0223216
          62        0.08    0.135484   0.0219801
          63        0.04    0.133968   0.0216834
          64       -0.16    0.129375   0.0218257
          65       -0.08    0.126154   0.0217263
          66        0.16    0.126667   0.0214032
          67        0.16    0.127164   0.0210895
          68         0.2    0.128235   0.0208066
          69        0.32    0.131014   0.0206898
          70        0.24    0.132571   0.0204527
          71        0.24    0.134085   0.0202205
          72        0.12    0.133889   0.0199406
          73           0    0.132055   0.0197517
          74        0.04    0.130811   0.0195239
          75         0.2    0.131733   0.0192853
          76        0.04    0.130526   0.0190693
          77        0.04    0.129351   0.0188579
          78           0    0.127692   0.0186889
          79       -0.08    0.125063   0.0186363
          80        0.32      0.1275    0.018562
          81        0.64    0.133827   0.0193812
          82         0.4    0.137073   0.0194148
          83         0.4    0.140241   0.0194376
          84        0.48    0.144286   0.0196225
          85        0.36    0.146824   0.0195551
          86        0.28    0.148372   0.0193889
          87           0    0.146667   0.0192409
          88       -0.08    0.144091   0.0191939
          89       -0.12    0.141124   0.0192062
          90       -0.12    0.138222   0.0192107
          91       -0.24    0.134066    0.019444
          92       -0.04    0.132174   0.0193245
          93        0.12    0.132043   0.0191172
          94         0.2    0.132766   0.0189274
          95       -0.04    0.130947   0.0188154
          96       -0.16    0.127917   0.0188619
          97        0.04     0.12701   0.0186892
          98        -0.2    0.123673    0.018794
          99       -0.08    0.121616   0.0187164
         100       -0.08      0.1196   0.0186376
         101       -0.04     0.11802   0.0185199
         102       -0.04    0.116471    0.018403
         103       -0.28    0.112621   0.0186225
         104        0.12    0.112692   0.0184436
         105           0    0.111619   0.0182992
         106         0.2    0.112453   0.0181455
         107        0.28    0.114019   0.0180434
         108        0.16    0.114444   0.0178813
         109        0.36    0.116697   0.0178586
         110        0.52    0.120364   0.0180687
         111        0.36    0.122523   0.0180344
         112        0.56    0.126429   0.0182915
         113        0.64    0.130973   0.0186858
         114        0.72     0.13614   0.0192229
         115        0.88    0.142609   0.0201146
         116        0.64    0.146897   0.0203931
         117         0.6    0.150769   0.0205833
         118         0.6    0.154576   0.0207579
         119        0.28     0.15563   0.0206102
         120        0.24    0.156333   0.0204505
         121        0.32    0.157686   0.0203261
         122        0.28    0.158689   0.0201842
         123        0.08    0.158049   0.0200303
         124       -0.24    0.154839   0.0201243
         125       -0.04     0.15328   0.0200236
         126       -0.16    0.150794   0.0200184
         127         0.2    0.151181   0.0198646
         128        0.08    0.150625   0.0197172
         129           0    0.149457   0.0195989
         130        -0.2    0.146769   0.0196316
         131        -0.2    0.144122   0.0196594
         132       -0.08    0.142424   0.0195836
         133       -0.08    0.140752   0.0195077
         134        0.28    0.141791   0.0193897
         135         0.2    0.142222   0.0192509
         136        0.24    0.142941   0.0191228
         137        0.28    0.143942   0.0190093
         138        0.28    0.144928   0.0188971
         139        0.44     0.14705     0.01888
         140        0.28       0.148   0.0187691
         141        0.32     0.14922   0.0186755
         142        0.24    0.149859    0.018555
         143        0.36    0.151329   0.0184833
