#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1    0.752941    0.752941           0
           2    0.752941    0.752941           0
           3     2.30588     1.27059    0.422657
           4    0.423529     1.05882    0.366221
           5     2.30588     1.30824    0.368239
           6    0.423529     1.16078     0.33509
           7    0.752941     1.10252    0.292241
           8   0.0470588    0.970588    0.283934
           9     3.01176     1.19739    0.330788
          10     3.01176     1.37882    0.343887
          11     2.30588      1.4631    0.322787
          12    0.188235     1.35686    0.312883
          13           0     1.25249    0.305729
          14           0     1.16303    0.296692
          15   0.0470588     1.08863    0.286088
          16     4.70588     1.31471    0.346197
          17     1.69412     1.33702    0.326551
          18     4.70588     1.52418    0.358049
          19     1.69412     1.53313    0.339316
          20     5.69412     1.74118    0.380828
          21     2.30588     1.76807    0.363641
          22     3.01176      1.8246    0.351479
          23     2.30588     1.84552    0.336819
          24     1.17647     1.81765    0.323937
          25     1.17647       1.792    0.311993
          26     3.81176     1.86968    0.309513
          27     2.30588     1.88584    0.298471
          28           0     1.81849    0.295313
          29     1.17647     1.79635    0.285958
          30     1.17647     1.77569    0.277172
          31    0.752941     1.74269    0.270187
          32     2.30588     1.76029    0.262316
          33    0.752941     1.72977    0.256138
          34    0.752941     1.70104     0.25021
          35   0.0470588     1.65378    0.247484
          36   0.0470588     1.60915      0.2446
          37    0.423529     1.57711    0.240079
          38   0.0470588     1.53684    0.237114
          39    0.188235     1.50226    0.233542
          40    0.188235     1.46941    0.230002
          41   0.0470588     1.43472    0.226994
          42     2.30588     1.45546    0.222535
          43    0.752941     1.43912    0.217958
          44   0.0470588     1.40749    0.215289
          45    0.188235     1.38039    0.212203
          46   0.0470588     1.35141     0.20956
          47   0.0470588     1.32365     0.20693
          48    0.188235         1.3    0.203967
          49    0.188235     1.27731    0.201062
          50   0.0470588     1.25271    0.198541
          51   0.0470588     1.22907     0.19605
          52    0.752941     1.21991    0.192494
          53     1.69412     1.22886     0.18907
          54    0.423529     1.21394    0.186156
