#   N_BLOCK:  ACCEPTANCE:
           1   0.0615582
           2    0.061948
           3   0.0622555
           4   0.0617611
           5   0.0617011
           6   0.0619755
           7   0.0619967
           8   0.0621594
           9   0.0625197
          10    0.062763
          11   0.0627494
          12   0.0626351
          13   0.0626035
          14    0.062324
          15   0.0622795
          16   0.0621013
          17   0.0619942
          18   0.0619973
          19   0.0617923
          20   0.0616496
