#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1       -0.44       -0.44           0
           2       -0.44       -0.44           0
           3       -0.52   -0.466667   0.0217732
           4       -0.52       -0.48        0.02
           5       -0.44      -0.472   0.0175271
           6       -0.52       -0.48   0.0163299
           7       -0.52   -0.485714   0.0149635
           8       -0.68       -0.51   0.0262202
           9       -0.68   -0.528889   0.0293318
          10       -0.68      -0.544     0.03004
          11       -0.52   -0.541818   0.0273882
          12       -0.44   -0.533333   0.0263874
          13       -0.52   -0.532308   0.0243775
          14       -0.52   -0.531429   0.0226521
          15       -0.52   -0.530667   0.0211548
          16       -0.52       -0.53   0.0198431
          17       -0.52   -0.529412   0.0186846
          18       -0.52   -0.528889   0.0176539
          19       -0.36       -0.52     0.01883
          20       -0.68      -0.528   0.0195141
          21       -0.52   -0.527619   0.0185886
          22       -0.52   -0.527273   0.0177469
          23       -0.52   -0.526957   0.0169781
          24        -0.6       -0.53   0.0165412
          25       -0.44     -0.5264   0.0162666
          26       -0.36       -0.52    0.016853
          27        -0.2   -0.508148   0.0199659
          28       -0.44   -0.505714   0.0194006
          29       -0.12   -0.492414   0.0228403
          30       -0.44   -0.490667   0.0221456
          31        -0.6   -0.494194   0.0217103
          32       -0.76     -0.5025    0.022565
          33        -0.6   -0.505455   0.0220738
          34        -0.6   -0.508235    0.021599
          35       -0.52   -0.508571   0.0209845
          36        -0.6   -0.511111   0.0205547
          37        -0.6   -0.513514   0.0201391
          38       -0.68   -0.517895     0.02008
          39       -0.52   -0.517949   0.0195652
          40       -0.44      -0.516   0.0191729
          41        -0.6   -0.518049   0.0188144
          42        -0.6       -0.52   0.0184674
          43       -0.52       -0.52   0.0180379
          44       -0.36   -0.516364   0.0179907
          45       -0.52   -0.516444   0.0175911
          46        -0.6   -0.518261   0.0173022
          47       -0.52   -0.518298   0.0169341
          48       -0.52   -0.518333   0.0165814
          49       -0.36   -0.515102   0.0165548
          50       -0.52     -0.5152    0.016224
          51       -0.52   -0.515294   0.0159062
          52        -0.6   -0.516923   0.0156835
          53        -0.6   -0.518491   0.0154657
          54       -0.68   -0.521481   0.0154658
          55       -0.52   -0.521455   0.0151846
          56       -0.36   -0.518571   0.0151847
          57       -0.52   -0.518596   0.0149183
          58       -0.52   -0.518621   0.0146612
          59       -0.52   -0.518644   0.0144127
          60        -0.6       -0.52   0.0142361
          61       -0.52       -0.52   0.0140027
          62        -0.6    -0.52129   0.0138362
          63       -0.36    -0.51873   0.0138514
          64       -0.36    -0.51625   0.0138552
          65       -0.52   -0.516308   0.0136422
          66        -0.6   -0.517576   0.0134943
          67        -0.6   -0.518806   0.0133489
          68       -0.44   -0.517647   0.0132028
          69       -0.52   -0.517681   0.0130115
          70        -0.6   -0.518857   0.0128786
          71       -0.68   -0.521127   0.0128957
          72       -0.52   -0.521111   0.0127166
          73        -0.6   -0.522192   0.0125882
          74       -0.44   -0.521081    0.012467
          75       -0.44       -0.52   0.0123476
          76       -0.44   -0.518947   0.0122299
          77       -0.52   -0.518961   0.0120711
          78       -0.52   -0.518974   0.0119163
          79       -0.44   -0.517975   0.0118073
          80       -0.36      -0.516   0.0118237
          81        -0.6   -0.517037   0.0117231
          82       -0.52   -0.517073   0.0115802
          83       -0.52   -0.517108   0.0114407
          84        -0.6   -0.518095    0.011347
          85        -0.6   -0.519059   0.0112544
          86       -0.52    -0.51907   0.0111235
          87       -0.52    -0.51908   0.0109957
          88        -0.6       -0.52   0.0109091
          89        -0.6   -0.520899   0.0108235
          90       -0.68   -0.522667   0.0108466
          91       -0.68   -0.524396   0.0108644
          92       -0.52   -0.524348   0.0107464
