#   N_BLOCK:  ACCEPTANCE:
           1    0.276712
           2    0.276521
           3    0.276716
           4    0.276669
           5    0.276696
           6    0.276564
           7    0.276328
           8    0.276215
           9    0.276403
          10    0.276264
          11    0.276276
          12    0.276257
          13    0.276237
          14    0.276179
          15    0.276156
          16    0.276199
          17      0.2762
          18    0.276274
          19    0.276351
          20    0.276266
