#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1       -0.48       -0.48           0
           2       -0.44       -0.46   0.0141421
           3        -0.4       -0.44   0.0188562
           4       -0.28        -0.4   0.0374166
           5       -0.32      -0.384   0.0331783
           6       -0.12       -0.34   0.0487625
           7       -0.04   -0.297143   0.0576306
           8        0.12      -0.245   0.0701561
           9        0.24   -0.191111   0.0804378
          10        0.28      -0.144   0.0850788
          11        0.32   -0.101818   0.0871763
          12        0.24  -0.0733333   0.0844371
          13        0.16  -0.0553846   0.0798268
          14         0.2  -0.0371429   0.0761807
          15        0.32  -0.0133333   0.0747301
          16        0.48      0.0175   0.0761552
          17        0.44   0.0423529   0.0756221
          18         0.4   0.0622222   0.0739851
          19        0.32   0.0757895   0.0713243
          20        0.32       0.088   0.0687953
          21        0.12   0.0895238   0.0655363
          22        0.28   0.0981818   0.0631266
          23        0.24    0.104348   0.0606824
          24        0.24        0.11   0.0584166
          25        0.32      0.1184   0.0566807
          26        0.36    0.127692   0.0552571
          27        0.36    0.136296   0.0538762
          28        0.28    0.141429   0.0521959
          29        0.44    0.151724   0.0514015
          30        0.36    0.158667   0.0501547
          31        0.36    0.165161   0.0489555
          32        0.44     0.17375   0.0481732
          33        0.44    0.181818   0.0473842
          34        0.36    0.187059   0.0462794
          35        0.32    0.190857   0.0451128
          36         0.4    0.196667   0.0442321
          37        0.44    0.203243   0.0435228
          38        0.52    0.211579   0.0431684
          39        0.56    0.220513    0.042976
          40        0.56       0.229   0.0427314
          41        0.56    0.237073    0.042445
          42        0.84    0.251429   0.0437947
          43        0.88    0.266047     0.04515
          44         0.8    0.278182   0.0457256
          45        0.92    0.292444   0.0468812
          46         0.8    0.303478   0.0471426
          47        0.84    0.314894   0.0475015
          48        0.84    0.325833    0.047755
          49         0.8     0.33551   0.0477508
          50        0.88      0.3464   0.0480215
          51        0.88    0.356863   0.0482062
          52         0.8    0.365385   0.0480265
          53        0.84     0.37434   0.0479479
          54        0.84    0.382963   0.0478292
          55        0.84    0.391273   0.0476759
          56        0.84    0.399286   0.0474932
          57        0.84    0.407018   0.0472852
          58        0.76    0.413103   0.0468599
          59         0.8    0.419661   0.0465222
          60        0.76    0.425333   0.0460914
          61        0.68    0.429508   0.0455245
          62        0.56    0.431613   0.0448388
          63         0.6    0.434286   0.0442067
          64         0.4     0.43375   0.0435192
          65        0.44    0.433846   0.0428498
          66        0.56    0.435758   0.0422432
          67        0.44    0.435821   0.0416127
          68         0.4    0.435294   0.0410041
          69         0.6    0.437681   0.0404792
          70         0.6        0.44   0.0399673
          71        0.68     0.44338   0.0395471
          72         0.8    0.448333   0.0393068
          73        0.76    0.452603   0.0389995
          74        0.64    0.455135   0.0385546
          75        0.48    0.455467    0.038042
          76        0.48    0.455789   0.0375428
          77         0.4    0.455065   0.0370622
          78        0.44    0.454872   0.0365876
          79        0.44    0.454684   0.0361249
          80        0.64       0.457   0.0357476
          81        0.84    0.461728   0.0356176
          82        0.72    0.464878   0.0353222
          83        0.48     0.46506   0.0348971
          84        0.48    0.465238   0.0344821
          85        0.52    0.465882   0.0340825
          86        0.44    0.465581   0.0336875
          87        0.28    0.463448   0.0333677
          88        0.28    0.461364   0.0330536
          89        0.28    0.459326    0.032745
          90         0.4    0.458667   0.0323878
          91        0.28    0.456703   0.0320913
          92        0.36    0.455652   0.0317597
          93        0.36    0.454624   0.0314349
          94        0.44    0.454468   0.0311008
          95         0.2    0.451789   0.0308886
          96        0.16     0.44875    0.030716
          97        0.12    0.445361   0.0305858
          98       -0.04    0.440408    0.030672
          99        0.04    0.436364   0.0306277
         100        0.12      0.4332   0.0304844
         101           0    0.428911   0.0304828
         102       -0.04    0.424314   0.0305286
         103       -0.08    0.419417   0.0306224
         104       -0.04       0.415   0.0306449
         105       -0.04    0.410667   0.0306579
         106       -0.08    0.406038   0.0307161
         107        -0.2    0.400374   0.0309468
         108       -0.28    0.394074   0.0312949
         109        -0.2    0.388624   0.0314788
         110       -0.24    0.382909   0.0317072
         111        -0.4    0.375856   0.0321965
         112       -0.32    0.369643   0.0325029
         113       -0.16    0.364956   0.0325515
         114       -0.08    0.361053   0.0324991
         115        0.16    0.359304   0.0322635
         116       -0.04    0.355862   0.0321685
         117       -0.04    0.352479    0.032071
         118        0.08    0.350169   0.0318822
         119        0.08    0.347899    0.031695
         120           0       0.345   0.0315632
         121        0.08     0.34281   0.0313782
         122         0.2    0.341639   0.0311429
         123         0.2    0.340488    0.030911
         124        0.16    0.339032   0.0306959
         125        0.28     0.33856    0.030454
         126        0.16    0.337143   0.0302453
         127        0.44    0.337953   0.0300179
         128        0.36    0.338125   0.0297839
         129        0.24    0.337364   0.0295627
         130        0.32    0.337231   0.0293356
         131         0.4     0.33771   0.0291156
         132        0.52    0.339091   0.0289278
         133         0.6    0.341053   0.0287767
         134         0.6    0.342985   0.0286268
         135        0.64    0.345185   0.0284991
         136         0.6    0.347059   0.0283511
         137        0.56    0.348613   0.0281867
         138        0.56    0.350145   0.0280241
         139         0.6    0.351942   0.0278801
         140        0.36       0.352    0.027681
         141        0.44    0.352624   0.0274917
         142        0.48    0.353521   0.0273127
         143        0.52    0.354685   0.0271465
         144        0.24    0.353889   0.0269697
         145        0.04    0.351724   0.0268704
         146        0.04    0.349589   0.0267711
         147           0    0.347211   0.0266944
         148       -0.08    0.344324   0.0266696
         149        -0.2    0.340671   0.0267397
         150       -0.12      0.3376   0.0267372
         151       -0.24    0.333775   0.0268323
         152           0    0.331579   0.0267455
         153        0.12    0.330196   0.0266064
         154        0.32     0.33013   0.0264338
         155         0.2     0.32929   0.0262765
         156         0.2    0.328462   0.0261212
         157         0.2    0.327643   0.0259676
         158         0.2    0.326835   0.0258158
         159        0.12    0.325535   0.0256862
         160        0.04     0.32375   0.0255876
         161        0.04    0.321988   0.0254893
         162        0.04    0.320247   0.0253913
         163        0.04    0.318528   0.0252937
         164        0.16    0.317561   0.0251579
         165         0.2    0.316848   0.0250155
         166        0.16    0.315904   0.0248827
         167        0.12    0.314731   0.0247613
         168        0.08    0.313333   0.0246533
         169        0.04    0.311716   0.0245604
         170       -0.08    0.309412   0.0245238
         171        0.12    0.308304   0.0244054
         172        0.16    0.307442   0.0242787
         173        0.12    0.306358   0.0241625
         174           0    0.304598   0.0240877
         175       -0.04    0.302629   0.0240305
         176        0.04    0.301136   0.0239402
         177       -0.08    0.298983   0.0239016
         178       -0.24    0.295955   0.0239583
         179       -0.16    0.293408   0.0239595
         180        -0.2    0.290667   0.0239827
         181        -0.2    0.287956   0.0240029
         182        -0.4    0.284176   0.0241668
         183       -0.48        0.28   0.0243929
         184       -0.48     0.27587   0.0246075
         185        -0.4    0.272216   0.0247442
         186       -0.24    0.269462    0.024764
         187        0.04    0.268235   0.0246619
         188           0    0.266809    0.024572
         189       -0.12    0.264762   0.0245271
         190        -0.2    0.262316   0.0245196
         191       -0.08    0.260524   0.0244567
         192       -0.24    0.257917   0.0244678
         193       -0.12    0.255959   0.0244193
         194       -0.32     0.25299   0.0244732
         195       -0.12    0.251077   0.0244224
         196       -0.16     0.24898   0.0243876
         197       -0.08     0.24731    0.024321
