#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.241012    0.241012           0
           2    0.241954    0.241483 0.000332826
           3      0.2436    0.242188 0.000617326
           4    0.244859    0.242856 0.000740662
           5    0.240629    0.242411 0.000714007
           6    0.240831    0.242147 0.000641727
           7    0.240608    0.241927  0.00058653
           8    0.241968    0.241932 0.000513235
           9    0.239382    0.241649 0.000528702
          10    0.242001    0.241684 0.000477002
          11    0.243382    0.241839 0.000457933
          12    0.241729    0.241829 0.000419863
          13    0.240922     0.24176 0.000393328
          14    0.243825    0.241907 0.000391928
          15    0.240741    0.241829 0.000373434
          16    0.243979    0.241964 0.000373489
          17     0.24067    0.241888 0.000359184
          18    0.241324    0.241856 0.000340593
          19     0.24047    0.241783 0.000330389
          20    0.240554    0.241722 0.000319539
