#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     5.60275     5.60275           0
           2     5.61278     5.60776  0.00354325
           3     5.58506     5.60019  0.00661665
           4     5.63879     5.60984  0.00971898
           5     5.51627     5.59113   0.0184574
           6     5.66078     5.60274   0.0186786
           7      5.6136     5.60429   0.0160746
           8     5.49866     5.59108   0.0187187
           9     5.59112     5.59109   0.0166388
          10      5.5886     5.59084   0.0149768
          11     5.58795     5.59058   0.0136176
          12     5.68949     5.59882   0.0147684
          13     5.54646     5.59479   0.0141709
          14      5.6402     5.59804   0.0135248
          15     5.64805     5.60137   0.0130277
          16     5.59099     5.60072   0.0122296
          17     5.59167     5.60019   0.0115218
          18     5.61578     5.60106   0.0109142
          19     5.62708     5.60243   0.0104254
          20     5.59479     5.60204   0.0099111
