#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.395568    0.395568           0
           2    0.396207    0.395888 0.000225812
           3    0.396729    0.396168 0.000274102
           4    0.404286    0.398198  0.00176966
           5    0.396509     0.39786   0.0014476
           6    0.399708    0.398168  0.00123867
           7    0.393854    0.397552  0.00120528
           8    0.397492    0.397544  0.00105464
           9    0.396801    0.397462 0.000940686
          10    0.395513    0.397267 0.000866558
          11    0.400653    0.397575 0.000840675
          12    0.400602    0.397827 0.000807594
          13    0.402171    0.398161 0.000811654
          14    0.396295    0.398028 0.000764542
          15    0.400158     0.39817  0.00072664
          16     0.39562    0.398011 0.000698477
          17    0.394852    0.397825 0.000681654
          18    0.394521    0.397641 0.000668035
          19    0.398038    0.397662 0.000633202
          20    0.400715    0.397815 0.000619663
