#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.721426   -0.721426           0
           2   -0.719865   -0.720646 0.000552109
           3   -0.721358   -0.720883 0.000415967
           4   -0.720678   -0.720832 0.000315103
           5   -0.720624    -0.72079 0.000254808
           6   -0.720398   -0.720725  0.00022055
           7   -0.720492   -0.720692 0.000191537
           8    -0.72052    -0.72067 0.000168793
           9   -0.719688   -0.720561 0.000181929
          10   -0.720399   -0.720545 0.000164454
          11   -0.720676   -0.720557 0.000149935
          12   -0.720378   -0.720542 0.000138182
          13   -0.720278   -0.720522  0.00012904
          14   -0.720426   -0.720515 0.000120004
          15    -0.71986   -0.720471 0.000119678
          16   -0.720622    -0.72048 0.000112568
          17   -0.722002    -0.72057 0.000136968
          18   -0.721378   -0.720615 0.000136524
          19   -0.720703   -0.720619 0.000129418
          20   -0.720494   -0.720613   0.0001231
