#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1     -0.6828     -0.6828           0
           2   -0.682648   -0.682724 5.37401e-05
           3   -0.683228   -0.682892 0.000141773
           4   -0.682862   -0.682884 0.000106533
           5   -0.683117   -0.682931 9.48255e-05
           6    -0.68261   -0.682877 9.28539e-05
           7   -0.682037   -0.682757 0.000136737
           8   -0.681322   -0.682578 0.000206076
           9   -0.681557   -0.682465 0.000212128
          10   -0.681986   -0.682417 0.000196248
          11   -0.682284   -0.682405 0.000178777
          12   -0.682371   -0.682402 0.000163901
          13   -0.681921   -0.682365 0.000155413
          14   -0.681788   -0.682324 0.000149674
          15    -0.68143   -0.682264 0.000151096
          16   -0.681444   -0.682213 0.000150093
          17   -0.682518   -0.682231 0.000142331
          18   -0.683526   -0.682303 0.000151538
          19   -0.681479   -0.682259 0.000149632
          20   -0.682015   -0.682247 0.000142647
