#   N_BLOCK:  ACCEPTANCE:
           1    0.529721
           2    0.529712
           3    0.529766
           4    0.529756
           5    0.529872
           6      0.5298
           7    0.529666
           8    0.529632
           9    0.529751
          10    0.529755
          11    0.529755
          12    0.529756
          13    0.529762
          14    0.529684
          15     0.52966
          16    0.529569
          17    0.529495
          18    0.529541
          19    0.529582
          20    0.529596
