#   N_BLOCK:  ACCEPTANCE:
           1    0.218893
           2    0.218514
           3    0.218804
           4    0.218913
           5    0.218749
           6    0.218549
           7    0.218575
           8    0.218492
           9    0.218591
          10    0.218533
          11    0.218422
          12    0.218535
          13    0.218582
          14    0.218453
          15    0.218376
          16    0.218322
          17    0.218243
          18    0.218198
          19    0.218253
          20    0.218176
