#   N_BLOCK:  ACCEPTANCE:
           1   0.0492415
           2   0.0500601
           3   0.0498755
           4   0.0497719
           5   0.0496707
           6   0.0493845
           7   0.0490543
           8    0.048831
           9   0.0494619
          10   0.0495599
          11   0.0489243
          12   0.0485848
          13   0.0487656
          14   0.0487583
          15   0.0486101
          16   0.0482969
          17   0.0483934
          18   0.0486368
          19   0.0485737
          20   0.0485566
