#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -0.48327    -0.48327           0
           2   -0.482592   -0.482931 0.000239851
           3   -0.482614   -0.482825 0.000181769
           4   -0.482964    -0.48286 0.000139593
           5   -0.482893   -0.482867 0.000111829
           6   -0.482775   -0.482851 9.42216e-05
           7   -0.482775    -0.48284 8.13867e-05
           8    -0.48278   -0.482833 7.15633e-05
           9   -0.482758   -0.482825 6.40888e-05
          10   -0.482417   -0.482784 6.94539e-05
          11   -0.481902   -0.482704  9.9169e-05
          12    -0.48286   -0.482717  9.1757e-05
          13   -0.482226   -0.482679 9.21467e-05
          14   -0.482614   -0.482674 8.56799e-05
          15   -0.482876   -0.482688 8.10163e-05
          16   -0.482269   -0.482662 8.00721e-05
          17   -0.482703   -0.482664 7.53995e-05
          18   -0.481236   -0.482585 0.000104953
          19   -0.483022   -0.482608 0.000101917
          20   -0.482833   -0.482619  9.7441e-05
