#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     1.51556     1.51556           0
           2     1.50717     1.51136  0.00296613
           3     1.51119      1.5113    0.001978
           4     1.49867     1.50814  0.00311119
           5     1.51208     1.50893   0.0025866
           6     1.51996     1.51077   0.0027319
           7     1.51838     1.51186  0.00254887
           8     1.50631     1.51116  0.00232268
           9     1.53468     1.51378  0.00321397
          10     1.51637     1.51404  0.00290302
          11      1.5123     1.51388   0.0026434
          12     1.49444     1.51226  0.00287697
          13     1.51477     1.51245  0.00266215
          14     1.50433     1.51187  0.00253435
          15     1.51027     1.51177  0.00236764
          16     1.50609     1.51141  0.00224604
          17     1.51993     1.51191  0.00216914
          18     1.48583     1.51046  0.00248601
          19     1.50506     1.51018  0.00237141
          20     1.49292     1.50932  0.00240472
