#   N_BLOCK:  ACCEPTANCE:
           1   0.0870218
           2   0.0872476
           3   0.0870782
           4   0.0865418
           5   0.0866307
           6     0.08656
           7   0.0863322
           8   0.0865501
           9   0.0872303
          10   0.0870465
          11   0.0867777
          12   0.0870047
          13   0.0870136
          14   0.0866695
          15    0.086736
          16   0.0866092
          17   0.0865856
          18   0.0866175
          19   0.0864397
          20   0.0861681
