#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.716765    0.716765           0
           2    0.689593    0.703179  0.00960661
           3    0.688675    0.698344  0.00752321
           4    0.733891    0.707231  0.00954282
           5    0.715451    0.708875  0.00777457
           6    0.729989    0.712394  0.00723151
           7    0.674399    0.706966  0.00797958
           8    0.719955     0.70859  0.00714541
           9    0.666284    0.703889  0.00774484
          10    0.655428    0.699043     0.00835
          11     0.64669    0.694284  0.00884387
          12    0.614732    0.687654    0.010296
          13    0.581455    0.679485   0.0123259
          14    0.641138    0.676746   0.0117458
          15    0.665712     0.67601   0.0109858
          16    0.646337    0.674156   0.0104546
          17    0.639968    0.672145   0.0100311
          18    0.683918    0.672799  0.00949516
          19    0.672046    0.672759  0.00899549
          20      0.7181    0.675026  0.00882677
