#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.475129    0.475129           0
           2    0.480875    0.478002  0.00203164
           3    0.497111    0.484372  0.00537426
           4    0.472505    0.481405   0.0047799
           5    0.469736    0.479071  0.00435659
           6     0.46751    0.477145  0.00403416
           7    0.485399    0.478324  0.00362612
           8    0.469075    0.477168  0.00335207
           9    0.503203    0.480061  0.00403941
          10    0.497737    0.481828  0.00400358
          11    0.505742    0.484002   0.0041885
          12    0.497405    0.485119  0.00398559
          13    0.516714    0.487549  0.00435747
          14    0.499212    0.488383  0.00412509
          15    0.491684    0.488603  0.00385595
          16    0.463271    0.487019  0.00392654
          17    0.516056    0.488727  0.00405005
          18     0.48402    0.488466  0.00383349
          19    0.488949    0.488491  0.00363181
          20    0.458723    0.487003  0.00374281
