#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.321984    0.321984           0
           2    0.322178    0.322081 6.89253e-05
           3    0.325614    0.323259  0.00096277
           4    0.321216    0.322748  0.00084676
           5    0.322977    0.322794 0.000678645
           6    0.322098    0.322678  0.00057537
           7    0.325063    0.323019 0.000585471
           8    0.322408    0.322942 0.000517246
           9    0.323193     0.32297 0.000460522
          10     0.32428    0.323101   0.0004327
          11      0.3237    0.323156 0.000396776
          12    0.323676    0.323199 0.000366071
          13    0.323167    0.323196  0.00033792
          14     0.32149    0.323075 0.000335053
          15    0.324117    0.323144 0.000319837
          16    0.319589    0.322922 0.000369036
          17    0.322778    0.322913 0.000347425
          18    0.323786    0.322962 0.000331485
          19    0.321803    0.322901 0.000319598
          20    0.323456    0.322929 0.000304823
