#   N_BLOCK:  ACCEPTANCE:
           1   0.0918918
           2   0.0919984
           3    0.091792
           4    0.091333
           5   0.0913555
           6   0.0912499
           7   0.0907977
           8   0.0911236
           9   0.0916544
          10   0.0914655
          11   0.0912058
          12   0.0914986
          13   0.0912145
          14   0.0908296
          15   0.0908415
          16   0.0907398
          17   0.0907882
          18     0.09111
          19   0.0911854
          20    0.090875
