#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.251265    0.251265           0
           2    0.252712    0.251989 0.000511547
           3    0.251127    0.251701 0.000413904
           4    0.251532    0.251659 0.000312588
           5    0.251089    0.251545 0.000270044
           6    0.251379    0.251517  0.00022645
           7    0.250621    0.251389 0.000227466
           8    0.251849    0.251447 0.000206165
           9    0.251981    0.251506 0.000191617
          10     0.25074    0.251429 0.000187137
          11    0.251861    0.251469 0.000174182
          12    0.249202     0.25128 0.000241236
          13    0.249909    0.251174 0.000244649
          14    0.249974    0.251089 0.000241726
          15    0.251747    0.251132 0.000229566
          16    0.248896    0.250993 0.000254224
          17    0.249371    0.250897 0.000256542
          18    0.250406     0.25087 0.000243737
          19    0.250938    0.250874 0.000230936
          20    0.251317    0.250896 0.000220449
