#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     3.85499     3.85499           0
           2     3.89639     3.87569   0.0146388
           3     3.69583     3.81574   0.0499164
           4     3.79536     3.81064   0.0376962
           5     3.91526     3.83157    0.035492
           6     3.74697     3.81747   0.0322561
           7     3.77939     3.81203   0.0281029
           8     3.98312     3.83341      0.0317
           9     3.87428     3.83796   0.0285012
          10      3.7582     3.82998   0.0267436
          11     3.78662     3.82604   0.0246011
          12     3.85848     3.82874    0.022699
          13     3.83877     3.82951   0.0209661
          14     3.63026     3.81528   0.0238142
          15      3.7638     3.81185   0.0224725
          16     3.67878     3.80353   0.0225546
          17     3.86647     3.80723   0.0215296
          18     3.88992     3.81183   0.0208178
          19     3.70214     3.80605    0.020507
          20     3.88494        3.81   0.0198573
