#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1   -0.005496   -0.005496           0
           2   -0.002348   -0.003922  0.00111299
           3    0.005372   -0.000824  0.00263609
           4    0.000536   -0.000484  0.00199887
           5   -0.005366  -0.0014604  0.00182203
           6    0.007332       5e-06  0.00202359
           7     0.00134 0.000195714  0.00174347
           8     -0.0011   3.375e-05  0.00153304
           9   -0.005362-0.000565778  0.00147528
          10    0.003116  -0.0001976  0.00137293
          11     0.00316 0.000107636   0.0012816
          12    0.004578 0.000480167  0.00122775
          13    0.001708 0.000574615  0.00113693
          14    0.003164 0.000759571  0.00107066
          15   -0.000724 0.000660667  0.00100384
          16   -0.009202   4.425e-05   0.0011144
          17    0.001034 0.000102471  0.00105037
          18   -0.002176-2.41111e-05 0.000999613
          19    -0.00525-0.000299158 0.000984115
          20    0.001466  -0.0002109 0.000938859
