#   N_BLOCK:  ACCEPTANCE:
           1    0.504502
           2    0.504482
           3    0.504445
           4    0.504536
           5    0.504608
           6    0.504622
           7      0.5045
           8    0.504552
           9    0.504625
          10    0.504701
          11     0.50463
          12    0.504632
          13    0.504623
          14    0.504543
          15    0.504563
          16    0.504571
          17    0.504558
          18    0.504587
          19    0.504608
          20    0.504616
