#   N_BLOCK:  ACCEPTANCE:
           1    0.229257
           2      0.2295
           3    0.229912
           4    0.230008
           5    0.230011
           6    0.230171
           7    0.229879
           8    0.229837
           9    0.230038
          10    0.229935
          11    0.229885
          12    0.229973
          13    0.229987
          14    0.229976
          15    0.230017
          16    0.229991
          17    0.229999
          18    0.230056
          19    0.230012
          20    0.229878
