#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.419125    0.419125           0
           2    0.421878    0.420502 0.000973281
           3     0.41015    0.417051  0.00289122
           4    0.432973    0.421032  0.00407242
           5    0.419304    0.420686  0.00327255
           6    0.431156    0.422431  0.00315831
           7    0.421088    0.422239  0.00271294
           8     0.41218    0.420982  0.00264926
           9    0.428891    0.421861  0.00249641
          10    0.421438    0.421818  0.00224713
          11    0.422179    0.421851  0.00204308
          12    0.431913     0.42269  0.00203762
          13     0.43196    0.423403  0.00200178
          14    0.422125    0.423311  0.00186087
          15    0.430105    0.423764  0.00179108
          16    0.411182    0.422978  0.00184372
          17    0.421077    0.422866  0.00173865
          18    0.428214    0.423163  0.00166725
          19    0.426025    0.423314  0.00158629
          20    0.425426    0.423419  0.00151049
