#   N_BLOCK:  ACCEPTANCE:
           1     0.27912
           2     0.27907
           3     0.27938
           4    0.279604
           5    0.279591
           6    0.279528
           7    0.279483
           8    0.279289
           9    0.279366
          10    0.279296
          11    0.279209
          12    0.279291
          13    0.279372
          14    0.279266
          15    0.279303
          16    0.279313
          17    0.279304
          18    0.279349
          19    0.279442
          20    0.279302
