#   N_BLOCK:  ACCEPTANCE:
           1    0.384732
           2    0.384868
           3    0.384914
           4    0.384997
           5    0.384794
           6     0.38483
           7    0.384798
           8    0.384829
           9    0.384879
          10    0.384961
          11    0.384891
          12    0.384893
          13    0.384783
          14    0.384755
          15    0.384819
          16    0.384765
          17    0.384681
          18    0.384664
          19    0.384663
          20    0.384598
