#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.063836    0.063836           0
           2     0.03967    0.051753  0.00854397
           3    0.055866    0.053124  0.00580494
           4    0.060918   0.0550725  0.00466928
           5     0.05311     0.05468  0.00375189
           6    0.065506   0.0564843   0.0035339
           7    0.053836    0.056106  0.00304924
           8    0.056352   0.0561367  0.00266824
           9    0.072746   0.0579822  0.00294154
          10    0.046214   0.0568054  0.00287316
          11     0.06477   0.0575295  0.00270166
          12    0.059178   0.0576668  0.00248001
          13    0.053692   0.0573611  0.00230801
          14    0.060752   0.0576033  0.00215583
          15    0.063108   0.0579703   0.0020431
          16    0.057618   0.0579482  0.00191553
          17    0.059738   0.0580535  0.00180574
          18     0.06706   0.0585539  0.00177339
          19    0.064584   0.0588713  0.00170822
          20    0.056072   0.0587313  0.00162853
