#   N_BLOCK:  ACCEPTANCE:
           1    0.106664
           2    0.106832
           3    0.106912
           4    0.106994
           5    0.107149
           6    0.107468
           7    0.107473
           8    0.107594
           9    0.107946
          10     0.10809
          11    0.108253
          12    0.108383
          13     0.10841
          14    0.108152
          15    0.108231
          16    0.108037
          17    0.107965
          18    0.107978
          19    0.107783
          20    0.107778
