#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.588728   -0.588728           0
           2    -0.59002   -0.589374 0.000456791
           3   -0.588908   -0.589219 0.000329883
           4    -0.58586   -0.588379  0.00076811
           5   -0.589108   -0.588525 0.000628173
           6   -0.589584   -0.588701 0.000547721
           7   -0.589032   -0.588749 0.000471508
           8   -0.586912   -0.588519 0.000465112
           9    -0.58846   -0.588512 0.000413479
          10   -0.586708   -0.588332 0.000409616
          11   -0.588236   -0.588323 0.000372472
          12   -0.587176   -0.588228 0.000353489
          13   -0.590896   -0.588433 0.000381261
          14    -0.58874   -0.588455 0.000354658
          15   -0.587492   -0.588391 0.000336773
          16    -0.58994   -0.588488 0.000329352
          17   -0.589908   -0.588571 0.000320403
          18    -0.58826   -0.588554 0.000303068
          19   -0.589044    -0.58858 0.000288214
          20   -0.588896   -0.588595 0.000274237
