#   N_BLOCK:  ACCEPTANCE:
           1    0.411914
           2    0.411779
           3    0.411699
           4    0.411871
           5     0.41162
           6    0.411539
           7    0.411492
           8    0.411572
           9     0.41161
          10    0.411712
          11    0.411721
          12    0.411797
          13    0.411704
          14    0.411673
          15    0.411691
          16    0.411611
          17    0.411546
          18    0.411576
          19    0.411562
          20    0.411507
