sigma,mu,exp_H,error,acceptance
0.624183,0.807019,-0.453215,0.00217278,0.78333
0.624183,0.807019,-0.453215,0.00217278,0.78227
0.624183,0.807019,-0.453215,0.00217278,0.78225
0.624183,0.807019,-0.453215,0.00217278,0.78454
0.624183,0.807019,-0.453215,0.00217278,0.78274
0.624183,0.807019,-0.453215,0.00217278,0.78484
0.624183,0.807019,-0.453215,0.00217278,0.78417
0.624183,0.807019,-0.453215,0.00217278,0.78456
0.624183,0.807019,-0.453215,0.00217278,0.78668
0.624183,0.807019,-0.453215,0.00217278,0.78413
0.624183,0.807019,-0.453215,0.00217278,0.78428
0.624183,0.807019,-0.453215,0.00217278,0.78741
0.624183,0.807019,-0.453215,0.00217278,0.78351
0.624183,0.807019,-0.453215,0.00217278,0.78355
0.624183,0.807019,-0.453215,0.00217278,0.78492
0.624183,0.807019,-0.453215,0.00217278,0.7832
0.624183,0.807019,-0.453215,0.00217278,0.78412
0.624183,0.807019,-0.453215,0.00217278,0.78534
0.624183,0.807019,-0.453215,0.00217278,0.78449
0.624183,0.807019,-0.453215,0.00217278,0.78382
0.624183,0.807019,-0.453215,0.00217278,0.7859
0.624183,0.807019,-0.453215,0.00217278,0.78557
0.624183,0.807019,-0.453215,0.00217278,0.78416
0.624183,0.807019,-0.453215,0.00217278,0.78394
0.624183,0.807019,-0.453215,0.00217278,0.78466
0.624183,0.807019,-0.453215,0.00217278,0.78213
0.624183,0.807019,-0.453215,0.00217278,0.78716
0.624183,0.807019,-0.453215,0.00217278,0.78562
0.624183,0.807019,-0.453215,0.00217278,0.78417
0.624183,0.807019,-0.453215,0.00217278,0.78506
0.624183,0.807019,-0.453215,0.00217278,0.7815
0.624183,0.807019,-0.453215,0.00217278,0.78389
0.624183,0.807019,-0.453215,0.00217278,0.78491
0.624183,0.807019,-0.453215,0.00217278,0.78101
0.624183,0.807019,-0.453215,0.00217278,0.7824
0.624183,0.807019,-0.453215,0.00217278,0.7844
0.624183,0.807019,-0.453215,0.00217278,0.78503
0.624183,0.807019,-0.453215,0.00217278,0.78547
0.624183,0.807019,-0.453215,0.00217278,0.781
0.624183,0.807019,-0.453215,0.00217278,0.78468
0.624183,0.807019,-0.453215,0.00217278,0.7841
0.624183,0.807019,-0.453215,0.00217278,0.78385
0.624183,0.807019,-0.453215,0.00217278,0.78651
0.624183,0.807019,-0.453215,0.00217278,0.78705
0.624183,0.807019,-0.453215,0.00217278,0.78767
0.624183,0.807019,-0.453215,0.00217278,0.78477
0.624183,0.807019,-0.453215,0.00217278,0.78473
0.624183,0.807019,-0.453215,0.00217278,0.7837
