sigma,mu,exp_H,error,acceptance
0.611903,0.817057,-0.451031,0.00194466,0.77203
0.611903,0.817057,-0.451031,0.00194466,0.7693
0.611903,0.817057,-0.451031,0.00194466,0.77132
0.611903,0.817057,-0.451031,0.00194466,0.77061
0.611903,0.817057,-0.451031,0.00194466,0.77192
0.611903,0.817057,-0.451031,0.00194466,0.77451
0.611903,0.817057,-0.451031,0.00194466,0.77344
0.611903,0.817057,-0.451031,0.00194466,0.77602
0.611903,0.817057,-0.451031,0.00194466,0.77177
0.611903,0.817057,-0.451031,0.00194466,0.771
0.611903,0.817057,-0.451031,0.00194466,0.7697
0.611903,0.817057,-0.451031,0.00194466,0.77353
0.611903,0.817057,-0.451031,0.00194466,0.77194
0.611903,0.817057,-0.451031,0.00194466,0.77216
0.611903,0.817057,-0.451031,0.00194466,0.77445
0.611903,0.817057,-0.451031,0.00194466,0.76762
0.611903,0.817057,-0.451031,0.00194466,0.77204
0.611903,0.817057,-0.451031,0.00194466,0.77372
0.611903,0.817057,-0.451031,0.00194466,0.7682
0.611903,0.817057,-0.451031,0.00194466,0.77096
0.611903,0.817057,-0.451031,0.00194466,0.77112
0.611903,0.817057,-0.451031,0.00194466,0.77209
0.611903,0.817057,-0.451031,0.00194466,0.77131
0.611903,0.817057,-0.451031,0.00194466,0.77194
0.611903,0.817057,-0.451031,0.00194466,0.77166
0.611903,0.817057,-0.451031,0.00194466,0.77347
0.611903,0.817057,-0.451031,0.00194466,0.77031
0.611903,0.817057,-0.451031,0.00194466,0.77252
0.611903,0.817057,-0.451031,0.00194466,0.77282
0.611903,0.817057,-0.451031,0.00194466,0.77605
0.611903,0.817057,-0.451031,0.00194466,0.77078
0.611903,0.817057,-0.451031,0.00194466,0.77431
0.611903,0.817057,-0.451031,0.00194466,0.773
0.611903,0.817057,-0.451031,0.00194466,0.77082
0.611903,0.817057,-0.451031,0.00194466,0.76961
0.611903,0.817057,-0.451031,0.00194466,0.77269
0.611903,0.817057,-0.451031,0.00194466,0.76852
0.611903,0.817057,-0.451031,0.00194466,0.77074
0.611903,0.817057,-0.451031,0.00194466,0.77235
0.611903,0.817057,-0.451031,0.00194466,0.77132
0.611903,0.817057,-0.451031,0.00194466,0.77124
0.611903,0.817057,-0.451031,0.00194466,0.77249
0.611903,0.817057,-0.451031,0.00194466,0.77491
0.611903,0.817057,-0.451031,0.00194466,0.77153
0.611903,0.817057,-0.451031,0.00194466,0.77041
0.611903,0.817057,-0.451031,0.00194466,0.76979
0.611903,0.817057,-0.451031,0.00194466,0.77175
0.611903,0.817057,-0.451031,0.00194466,0.7702
0.611903,0.817057,-0.451031,0.00194466,0.77041
0.611903,0.817057,-0.451031,0.00194466,0.77517
0.611903,0.817057,-0.451031,0.00194466,0.77309
0.611903,0.817057,-0.451031,0.00194466,0.77013
0.611903,0.817057,-0.451031,0.00194466,0.77178
0.611903,0.817057,-0.451031,0.00194466,0.77049
0.611903,0.817057,-0.451031,0.00194466,0.77284
0.611903,0.817057,-0.451031,0.00194466,0.76866
0.611903,0.817057,-0.451031,0.00194466,0.77393
0.611903,0.817057,-0.451031,0.00194466,0.77223
0.611903,0.817057,-0.451031,0.00194466,0.7733
0.611903,0.817057,-0.451031,0.00194466,0.77052
0.611903,0.817057,-0.451031,0.00194466,0.77273
0.611903,0.817057,-0.451031,0.00194466,0.77154
0.611903,0.817057,-0.451031,0.00194466,0.77163
0.611903,0.817057,-0.451031,0.00194466,0.77244
0.611903,0.817057,-0.451031,0.00194466,0.77225
0.611903,0.817057,-0.451031,0.00194466,0.77241
0.611903,0.817057,-0.451031,0.00194466,0.77116
0.611903,0.817057,-0.451031,0.00194466,0.77265
0.611903,0.817057,-0.451031,0.00194466,0.77105
0.611903,0.817057,-0.451031,0.00194466,0.7711
0.611903,0.817057,-0.451031,0.00194466,0.77434
0.611903,0.817057,-0.451031,0.00194466,0.76901
0.611903,0.817057,-0.451031,0.00194466,0.77309
0.611903,0.817057,-0.451031,0.00194466,0.77218
0.611903,0.817057,-0.451031,0.00194466,0.77371
0.611903,0.817057,-0.451031,0.00194466,0.77271
0.611903,0.817057,-0.451031,0.00194466,0.76915
0.611903,0.817057,-0.451031,0.00194466,0.77094
0.611903,0.817057,-0.451031,0.00194466,0.77045
0.611903,0.817057,-0.451031,0.00194466,0.77154
0.611903,0.817057,-0.451031,0.00194466,0.77103
0.611903,0.817057,-0.451031,0.00194466,0.77149
0.611903,0.817057,-0.451031,0.00194466,0.77222
0.611903,0.817057,-0.451031,0.00194466,0.77082
0.611903,0.817057,-0.451031,0.00194466,0.77013
0.611903,0.817057,-0.451031,0.00194466,0.77327
0.611903,0.817057,-0.451031,0.00194466,0.7713
0.611903,0.817057,-0.451031,0.00194466,0.77228
0.611903,0.817057,-0.451031,0.00194466,0.77037
0.611903,0.817057,-0.451031,0.00194466,0.77028
0.611903,0.817057,-0.451031,0.00194466,0.76992
0.611903,0.817057,-0.451031,0.00194466,0.77207
0.611903,0.817057,-0.451031,0.00194466,0.77158
0.611903,0.817057,-0.451031,0.00194466,0.77089
0.611903,0.817057,-0.451031,0.00194466,0.77311
0.611903,0.817057,-0.451031,0.00194466,0.77243
0.611903,0.817057,-0.451031,0.00194466,0.77196
0.611903,0.817057,-0.451031,0.00194466,0.77395
0.611903,0.817057,-0.451031,0.00194466,0.7684
0.611903,0.817057,-0.451031,0.00194466,0.76852
