sigma,mu,exp_H,error,acceptance
0.849555,0.849572,-0.148615,0.0182016,0.43295
0.691126,0.984888,-0.252109,0.00932699,0.77459
0.691126,0.984888,-0.252109,0.00932699,0.49202
0.61455,0.748081,-0.435292,0.00244611,0.79731
0.61455,0.748081,-0.435292,0.00244611,0.71739
0.61455,0.748081,-0.435292,0.00244611,0.60831
0.620954,0.703752,-0.414273,0.00265133,0.80051
0.620954,0.703752,-0.414273,0.00265133,0.83226
0.964112,0.551155,-0.205482,0.0141857,0.78513
0.964112,0.551155,-0.205482,0.0141857,0.85754
0.964112,0.551155,-0.205482,0.0141857,0.65256
1.13787,0.150134,-0.17907,0.0164696,0.78532
0.854256,0.561776,-0.279971,0.00881171,0.77088
0.387544,0.555101,0.234986,0.0105865,0.66195
0.339562,0.526611,0.710851,0.01637,0.60481
0.491909,0.0797518,0.759269,0.0108435,0.55043
0.506844,0.486192,-0.0526589,0.00545644,0.7174
0.593619,0.762704,-0.435402,0.00216541,0.77741
0.593619,0.762704,-0.435402,0.00216541,0.37313
0.593619,0.762704,-0.435402,0.00216541,0.83512
0.593619,0.762704,-0.435402,0.00216541,0.76054
0.593619,0.762704,-0.435402,0.00216541,0.77169
0.593619,0.762704,-0.435402,0.00216541,0.60569
0.593619,0.762704,-0.435402,0.00216541,0.61968
0.593619,0.762704,-0.435402,0.00216541,0.84151
1.06947,0.828527,0.347076,0.0397984,0.83421
1.08604,0.738233,0.240132,0.0456557,0.81974
0.804873,0.63235,-0.321063,0.0074218,0.78398
0.804873,0.63235,-0.321063,0.0074218,0.79705
0.619243,0.682788,-0.397062,0.00306417,0.8026
0.619243,0.682788,-0.397062,0.00306417,0.3127
0.619243,0.682788,-0.397062,0.00306417,0.64856
0.619243,0.682788,-0.397062,0.00306417,0.87056
0.619243,0.682788,-0.397062,0.00306417,0.81614
0.619243,0.682788,-0.397062,0.00306417,0.60058
0.619243,0.682788,-0.397062,0.00306417,0.86966
0.619243,0.682788,-0.397062,0.00306417,0.68359
0.619243,0.682788,-0.397062,0.00306417,0.64708
0.619243,0.682788,-0.397062,0.00306417,0.72597
0.619243,0.682788,-0.397062,0.00306417,0.79933
1.06174,0.492615,-0.136716,0.0249592,0.79301
1.06174,0.492615,-0.136716,0.0249592,0.84425
0.903772,0.0824323,-0.212599,0.00527497,0.73097
0.981286,0.176965,-0.25304,0.00835963,0.75203
0.981286,0.176965,-0.25304,0.00835963,0.59115
1.03254,0.196765,-0.239565,0.0103233,0.76447
1.03254,0.196765,-0.239565,0.0103233,0.72386
1.03254,0.196765,-0.239565,0.0103233,0.7958
0.989467,0.0494722,-0.250293,0.00803961,0.75535
0.69928,0.384557,-0.1212,0.0067422,0.70278
0.69928,0.384557,-0.1212,0.0067422,0.26899
1.03097,0.129673,-0.244781,0.0109911,0.76558
1.03097,0.129673,-0.244781,0.0109911,0.80579
0.752622,0.117931,-0.053019,0.0067905,0.68174
1.08019,0.339835,-0.159709,0.0198314,0.78464
0.748153,0.536251,-0.287579,0.00518416,0.75375
0.748153,0.536251,-0.287579,0.00518416,0.67371
0.903885,0.213899,-0.235451,0.00516628,0.7385
0.903885,0.213899,-0.235451,0.00516628,0.57778
0.903885,0.213899,-0.235451,0.00516628,0.82072
1.11256,0.518856,-0.0661958,0.0231261,0.80033
0.821923,0.858617,-0.200196,0.0163011,0.84362
0.821923,0.858617,-0.200196,0.0163011,0.82727
0.821923,0.858617,-0.200196,0.0163011,0.84898
0.821923,0.858617,-0.200196,0.0163011,0.49841
0.821923,0.858617,-0.200196,0.0163011,0.84977
0.821923,0.858617,-0.200196,0.0163011,0.89779
0.751956,0.412797,-0.19918,0.00574291,0.72394
0.751956,0.412797,-0.19918,0.00574291,0.46743
1.11343,0.426725,-0.108216,0.0312848,0.79207
1.05287,0.470456,-0.19907,0.0158882,0.78503
1.05287,0.470456,-0.19907,0.0158882,0.84276
1.05287,0.470456,-0.19907,0.0158882,0.78927
1.05287,0.470456,-0.19907,0.0158882,0.85386
0.796753,0.359996,-0.196953,0.0062056,0.72262
0.916152,0.279106,-0.244158,0.00712642,0.74452
1.01024,0.187498,-0.254372,0.0106533,0.75991
0.512365,0.528149,-0.142953,0.0057553,0.74795
0.512365,0.528149,-0.142953,0.0057553,0.67123
0.706891,0.782081,-0.38589,0.00943393,0.82622
0.706891,0.782081,-0.38589,0.00943393,0.79946
0.706891,0.782081,-0.38589,0.00943393,0.46995
0.706891,0.782081,-0.38589,0.00943393,0.81004
0.706891,0.782081,-0.38589,0.00943393,0.79189
0.706891,0.782081,-0.38589,0.00943393,0.84091
0.706891,0.782081,-0.38589,0.00943393,0.78725
0.706891,0.782081,-0.38589,0.00943393,0.51194
0.485825,1.12883,0.0986667,0.00666745,0.5515
0.485825,1.12883,0.0986667,0.00666745,0.72517
0.482616,0.767508,-0.253428,0.00657939,0.65836
0.482616,0.767508,-0.253428,0.00657939,0.74035
0.482616,0.767508,-0.253428,0.00657939,0.36108
0.482616,0.767508,-0.253428,0.00657939,0.24026
0.885294,0.558545,-0.279252,0.00806172,0.77614
0.83538,0.892211,-0.145216,0.01868,0.84752
0.83538,0.892211,-0.145216,0.01868,0.78425
0.696086,1.09,0.000635192,0.0186425,0.74562
0.841318,0.791444,-0.213061,0.0152032,0.82583
0.841318,0.791444,-0.213061,0.0152032,0.86052
0.841318,0.791444,-0.213061,0.0152032,0.88779
