sigma,mu,exp_H,error,acceptance
0.790428,0.507561,-0.273963,0.00499016,0.75137
0.57977,0.974112,-0.311718,0.00599311,0.67723
0.458382,0.752763,-0.138999,0.00750269,0.63255
0.458382,0.752763,-0.138999,0.00750269,0.43766
0.458382,0.752763,-0.138999,0.00750269,0.06538
0.933222,0.722216,-0.161593,0.0172107,0.81067
0.933222,0.722216,-0.161593,0.0172107,0.87836
0.933222,0.722216,-0.161593,0.0172107,0.81811
0.942477,0.51759,-0.243476,0.0124489,0.77765
1.06034,0.30297,-0.172993,0.0192,0.7751
1.06034,0.30297,-0.172993,0.0192,0.6031
1.06034,0.30297,-0.172993,0.0192,0.835
1.36675,0.302623,0.563009,0.0670961,0.82096
1.36675,0.302623,0.563009,0.0670961,0.84656
1.07726,0.323067,-0.184377,0.0188315,0.77983
0.839709,0.0981909,-0.157256,0.00623168,0.71303
0.839709,0.0981909,-0.157256,0.00623168,0.82883
0.839709,0.0981909,-0.157256,0.00623168,0.81929
1.05789,0.416875,-0.18074,0.0167777,0.78397
1.05789,0.416875,-0.18074,0.0167777,0.78889
1.05789,0.416875,-0.18074,0.0167777,0.84219
1.05789,0.416875,-0.18074,0.0167777,0.8194
1.05789,0.416875,-0.18074,0.0167777,0.81304
1.21223,0.38353,0.0936449,0.0402363,0.80511
1.21223,0.38353,0.0936449,0.0402363,0.82667
0.937222,0.512608,-0.266132,0.0102765,0.77583
0.784722,0.305604,-0.164881,0.00584058,0.71496
0.784722,0.305604,-0.164881,0.00584058,0.50076
0.970494,0.132972,-0.250146,0.00733274,0.75007
0.508328,0.615921,-0.259023,0.00578014,0.76166
0.508328,0.615921,-0.259023,0.00578014,0.12717
0.838817,0.868787,-0.130118,0.0220643,0.84538
0.838817,0.868787,-0.130118,0.0220643,0.72326
1.2686,0.379369,0.271829,0.0510631,0.8136
1.2686,0.379369,0.271829,0.0510631,0.85012
1.2686,0.379369,0.271829,0.0510631,0.85542
1.1616,0.264765,-0.0611754,0.0301506,0.79072
0.79965,0.184918,-0.131683,0.00596278,0.70643
0.79965,0.184918,-0.131683,0.00596278,0.67844
1.04688,0.294458,-0.242616,0.0110574,0.77411
1.04688,0.294458,-0.242616,0.0110574,0.82654
0.65753,0.587335,-0.314619,0.00441804,0.76289
0.65753,0.587335,-0.314619,0.00441804,0.7876
0.925372,0.345669,-0.259086,0.00674715,0.75284
0.890419,0.49201,-0.256968,0.00944129,0.76674
0.901341,0.316773,-0.255755,0.00535491,0.74802
0.770844,0.332135,-0.158645,0.0053941,0.71391
0.770844,0.332135,-0.158645,0.0053941,0.40042
0.748546,0.584328,-0.327302,0.00393693,0.7649
0.748546,0.584328,-0.327302,0.00393693,0.74672
0.748546,0.584328,-0.327302,0.00393693,0.77691
0.748546,0.584328,-0.327302,0.00393693,0.78397
1.18188,0.126404,-0.0618403,0.0219106,0.79083
1.18188,0.126404,-0.0618403,0.0219106,0.80472
1.18188,0.126404,-0.0618403,0.0219106,0.84617
0.89293,0.5437,-0.270825,0.0103289,0.7758
0.789872,0.6457,-0.322803,0.0066221,0.78749
0.716243,0.250488,-0.0489708,0.00751766,0.68194
0.716243,0.250488,-0.0489708,0.00751766,0.63855
0.526924,0.716872,-0.359384,0.00415458,0.73623
0.933226,0.325301,-0.250436,0.0105403,0.75268
0.933226,0.325301,-0.250436,0.0105403,0.81588
0.933226,0.325301,-0.250436,0.0105403,0.82132
0.970318,0.377964,-0.235357,0.0147704,0.76412
0.970318,0.377964,-0.235357,0.0147704,0.85089
0.970318,0.377964,-0.235357,0.0147704,0.82867
0.693663,0.858654,-0.3674,0.00903504,0.81246
0.693663,0.858654,-0.3674,0.00903504,0.79781
0.537669,0.959472,-0.282359,0.00407947,0.63778
0.537669,0.959472,-0.282359,0.00407947,0.59118
0.535428,0.6148,-0.295564,0.00467229,0.77757
0.535428,0.6148,-0.295564,0.00467229,0.38008
0.535428,0.6148,-0.295564,0.00467229,0.088
0.642253,0.821491,-0.438041,0.00455756,0.79111
0.642253,0.821491,-0.438041,0.00455756,0.72186
0.642253,0.821491,-0.438041,0.00455756,0.69404
0.642253,0.821491,-0.438041,0.00455756,0.8354
0.642253,0.821491,-0.438041,0.00455756,0.69319
0.559952,0.939024,-0.34012,0.00378563,0.66826
0.559952,0.939024,-0.34012,0.00378563,0.16952
0.559952,0.939024,-0.34012,0.00378563,0.8205
0.86571,1.00374,0.170074,0.0259384,0.85682
0.509019,1.09018,-0.0334557,0.00608974,0.57867
0.509019,1.09018,-0.0334557,0.00608974,0.16654
0.509019,1.09018,-0.0334557,0.00608974,0.85767
0.509019,1.09018,-0.0334557,0.00608974,0.2598
0.509019,1.09018,-0.0334557,0.00608974,0.84339
0.509019,1.09018,-0.0334557,0.00608974,0.62155
0.509019,1.09018,-0.0334557,0.00608974,0.52195
0.509019,1.09018,-0.0334557,0.00608974,0.11047
0.509019,1.09018,-0.0334557,0.00608974,0.50141
0.7462,0.809517,-0.346194,0.010315,0.83362
0.619482,0.622103,-0.342549,0.00358081,0.7813
1.03828,0.666224,-0.00218471,0.029299,0.80873
1.03828,0.666224,-0.00218471,0.029299,0.8519
0.907421,0.679701,-0.175228,0.0187707,0.79818
0.742837,0.648649,-0.351736,0.00483564,0.78595
0.742837,0.648649,-0.351736,0.00483564,0.39516
0.901276,0.767778,-0.13044,0.0228092,0.81683
0.814865,0.862882,-0.163255,0.0197606,0.8439
