sigma,mu,exp_H,error,acceptance
0.592049,0.803537,-0.440662,0.00192426,0.76224
0.586956,0.79943,-0.436686,0.00190509,0.75836
0.592883,0.790006,-0.441228,0.00213274,0.76646
0.586142,0.786393,-0.438167,0.00216685,0.76442
0.593997,0.780576,-0.438215,0.00196135,0.77107
0.602615,0.785277,-0.443879,0.00181854,0.77828
0.602615,0.785277,-0.443879,0.00181854,0.77071
0.610476,0.780728,-0.440012,0.00238077,0.78421
0.619735,0.771248,-0.443632,0.00227343,0.79043
0.619735,0.771248,-0.443632,0.00227343,0.7934
0.624205,0.771505,-0.443398,0.00238367,0.79368
0.623253,0.767738,-0.439028,0.00322829,0.7973
0.626166,0.760258,-0.439287,0.00301343,0.79997
0.626166,0.760258,-0.439287,0.00301343,0.80306
0.63329,0.754242,-0.438485,0.00195621,0.8032
0.638341,0.760325,-0.431982,0.00351332,0.80872
0.638118,0.760242,-0.43509,0.00255656,0.80532
0.631814,0.755574,-0.438072,0.00259058,0.80041
0.637696,0.748619,-0.429225,0.00285392,0.80743
0.643974,0.741249,-0.427708,0.00226013,0.81052
0.652551,0.734774,-0.42284,0.00325627,0.81191
0.652176,0.735064,-0.425139,0.00251307,0.81222
0.651021,0.733113,-0.420911,0.00313612,0.8103
0.651967,0.734437,-0.422805,0.00342238,0.81243
0.650614,0.727755,-0.419094,0.00297802,0.81263
0.645755,0.731266,-0.420282,0.00284576,0.81361
0.6472,0.735855,-0.428573,0.00302343,0.81117
0.649861,0.728079,-0.421783,0.00258709,0.81428
0.647366,0.71953,-0.418143,0.00276856,0.81034
0.655616,0.7294,-0.420045,0.00296474,0.81604
0.655616,0.7294,-0.420045,0.00296474,0.81512
0.650805,0.731283,-0.421691,0.00276105,0.81193
0.659315,0.726503,-0.419249,0.00263228,0.81471
0.66324,0.734547,-0.425844,0.00265611,0.81319
0.669227,0.739598,-0.413682,0.00459116,0.81643
0.661061,0.737182,-0.421567,0.00322246,0.81215
0.66861,0.74343,-0.423131,0.00356995,0.81683
0.671574,0.736696,-0.414106,0.00363314,0.81579
0.666952,0.746399,-0.422307,0.00407552,0.81516
0.665613,0.756084,-0.421465,0.00548006,0.81595
0.668734,0.758808,-0.42391,0.00334282,0.81432
0.668734,0.758808,-0.42391,0.00334282,0.81681
0.67582,0.751057,-0.421559,0.00289625,0.8182
0.68366,0.757057,-0.419747,0.0036524,0.8231
0.686795,0.76357,-0.412005,0.00625154,0.82451
0.677104,0.761252,-0.418346,0.00373624,0.82052
0.667893,0.766287,-0.435418,0.00306011,0.81322
0.670275,0.76935,-0.428897,0.00303009,0.81669
0.662127,0.767429,-0.421742,0.00440145,0.8141
0.663497,0.757619,-0.428902,0.00367939,0.81447
0.663497,0.757619,-0.428902,0.00367939,0.81469
0.663755,0.755971,-0.42251,0.003783,0.81514
0.655465,0.763704,-0.432371,0.00379718,0.80919
0.655465,0.763704,-0.432371,0.00379718,0.81542
0.662882,0.770822,-0.424536,0.00345369,0.8154
0.671495,0.777407,-0.421151,0.00600124,0.81214
0.672551,0.779026,-0.421842,0.00431732,0.81706
0.668369,0.783084,-0.425161,0.00422993,0.81482
0.674096,0.792393,-0.417929,0.00723586,0.81327
0.68281,0.790421,-0.410851,0.00502686,0.81965
0.673245,0.789316,-0.422339,0.00546062,0.81658
0.673245,0.789316,-0.422339,0.00546062,0.82118
0.682473,0.792724,-0.417304,0.00472549,0.81686
0.68807,0.793336,-0.423419,0.00402881,0.81943
0.68807,0.793336,-0.423419,0.00402881,0.81999
0.683102,0.785575,-0.42085,0.00456325,0.81772
0.689056,0.783154,-0.413793,0.00479088,0.82166
0.692197,0.775692,-0.409427,0.00455826,0.82231
0.70131,0.774286,-0.406375,0.00470594,0.82433
0.709285,0.781005,-0.391238,0.00646473,0.82471
0.709285,0.781005,-0.391238,0.00646473,0.82771
0.708731,0.789688,-0.395835,0.00659022,0.82585
0.708227,0.784484,-0.397928,0.00656226,0.82716
0.701587,0.787163,-0.400571,0.00605878,0.82244
0.711305,0.781555,-0.398118,0.00499952,0.82653
0.703982,0.775809,-0.399889,0.00639858,0.82405
0.706305,0.780166,-0.405252,0.00574285,0.82759
0.70091,0.77665,-0.41303,0.00566857,0.82505
0.709369,0.766746,-0.410932,0.00417339,0.82205
0.709369,0.766746,-0.410932,0.00417339,0.82237
0.707977,0.759984,-0.401747,0.00504299,0.82009
0.699965,0.762735,-0.410205,0.00534793,0.82407
0.694902,0.762601,-0.412192,0.00453498,0.81892
0.700449,0.762165,-0.405391,0.00648005,0.81878
0.69764,0.752934,-0.416277,0.00355536,0.82061
0.69764,0.752934,-0.416277,0.00355536,0.82299
0.69764,0.752934,-0.416277,0.00355536,0.8185
0.696155,0.751125,-0.406701,0.00472341,0.81943
0.699362,0.761117,-0.419149,0.00400081,0.82257
0.699362,0.761117,-0.419149,0.00400081,0.82435
0.699362,0.761117,-0.419149,0.00400081,0.82136
0.696418,0.754973,-0.410016,0.0057436,0.82073
0.691929,0.758984,-0.409391,0.00416766,0.81878
0.684952,0.754529,-0.422657,0.00379469,0.8205
0.682941,0.74577,-0.40938,0.00397002,0.81993
0.678573,0.739638,-0.416844,0.00344477,0.81572
0.678573,0.739638,-0.416844,0.00344477,0.81826
0.678823,0.737848,-0.413798,0.00342602,0.81775
0.688062,0.731993,-0.399251,0.00495726,0.81568
0.694036,0.740709,-0.411752,0.00384654,0.81727
