sigma,mu,exp_H,error,acceptance
0.677569,0.767718,-0.416781,0.00423675,0.81728
0.677569,0.767718,-0.416781,0.00423675,0.81949
0.670121,0.769807,-0.428563,0.0034174,0.81816
0.669082,0.763157,-0.424813,0.00402533,0.8147
0.667844,0.771374,-0.424001,0.00393144,0.81475
0.659944,0.777667,-0.432789,0.00373506,0.81232
0.666238,0.77338,-0.428127,0.00360916,0.81544
0.666238,0.77338,-0.428127,0.00360916,0.81586
0.668406,0.776549,-0.424392,0.00329278,0.8155
0.67358,0.773432,-0.425543,0.00453699,0.81823
0.669577,0.776715,-0.421175,0.00510364,0.81404
0.674309,0.774408,-0.418449,0.00519664,0.81786
0.671167,0.780759,-0.422281,0.00418968,0.81817
0.669558,0.774746,-0.422573,0.0041573,0.81351
0.673212,0.776485,-0.422085,0.00437704,0.81677
0.663446,0.785311,-0.431192,0.00322081,0.81135
0.665158,0.784564,-0.427528,0.00518631,0.81477
0.666786,0.775276,-0.428241,0.00345914,0.81505
0.659077,0.766779,-0.432192,0.003141,0.81407
0.665859,0.765153,-0.424762,0.00396837,0.81451
0.666435,0.762753,-0.42628,0.00412696,0.81645
0.666435,0.762753,-0.42628,0.00412696,0.81667
0.667263,0.77179,-0.424488,0.00420813,0.8149
0.670746,0.781225,-0.424282,0.00374454,0.81577
0.677008,0.774329,-0.418299,0.00570507,0.816
0.68214,0.770913,-0.409247,0.00507579,0.81917
0.689877,0.766989,-0.417208,0.00462445,0.81997
0.689877,0.766989,-0.417208,0.00462445,0.82213
0.68275,0.764381,-0.410594,0.00493307,0.81908
0.678487,0.757512,-0.413334,0.00506132,0.81834
0.669993,0.767318,-0.428131,0.00375263,0.8148
0.660299,0.761969,-0.43222,0.00303861,0.81478
0.663407,0.756653,-0.432226,0.00307703,0.81805
0.663407,0.756653,-0.432226,0.00307703,0.81218
0.667584,0.756437,-0.427885,0.00307054,0.81911
0.667584,0.756437,-0.427885,0.00307054,0.81553
0.673826,0.758934,-0.425576,0.0033449,0.81497
0.664763,0.759495,-0.425886,0.00302274,0.81351
0.663119,0.7681,-0.424577,0.00406106,0.81403
0.67185,0.760753,-0.421942,0.0040942,0.81702
0.668925,0.770264,-0.42467,0.00445909,0.81591
0.660533,0.770426,-0.427589,0.00442677,0.81675
0.659561,0.775772,-0.433485,0.00365225,0.81217
0.658979,0.782058,-0.432312,0.00327703,0.81286
0.652252,0.776666,-0.437692,0.00246854,0.80796
0.652252,0.776666,-0.437692,0.00246854,0.80965
0.654844,0.777355,-0.437029,0.00373841,0.80852
0.653374,0.779252,-0.434688,0.00304888,0.80855
0.652398,0.785938,-0.436344,0.00343157,0.80597
0.656095,0.785867,-0.435782,0.00283761,0.81112
0.657774,0.78584,-0.436472,0.00371579,0.81036
0.660774,0.785741,-0.428369,0.00568473,0.81247
0.661523,0.793323,-0.435174,0.00340551,0.80933
0.652659,0.798731,-0.439924,0.0030922,0.80638
0.652659,0.798731,-0.439924,0.0030922,0.80636
0.652659,0.798731,-0.439924,0.0030922,0.80356
0.647419,0.804531,-0.437167,0.00454468,0.79969
0.64346,0.807735,-0.438651,0.00362281,0.79553
0.636037,0.799661,-0.448315,0.00264946,0.79396
0.627567,0.797796,-0.441385,0.00286116,0.79063
0.630842,0.801191,-0.43903,0.00382655,0.79074
0.630053,0.804224,-0.445064,0.00306463,0.79027
0.636749,0.801291,-0.445381,0.00269528,0.79367
0.636749,0.801291,-0.445381,0.00269528,0.8033
0.64591,0.795748,-0.43623,0.00339969,0.80104
0.64039,0.791423,-0.437306,0.0031386,0.80189
0.63368,0.799372,-0.444931,0.0026418,0.79288
0.626502,0.800081,-0.437477,0.00364235,0.78683
0.63523,0.79743,-0.438383,0.00334663,0.79111
0.631835,0.804379,-0.439548,0.00375833,0.79105
0.638937,0.805551,-0.442945,0.00286948,0.79231
0.631176,0.803188,-0.444535,0.00231539,0.78907
0.621484,0.797399,-0.44226,0.00234493,0.78591
0.617553,0.794757,-0.442408,0.00237776,0.78482
0.620287,0.794598,-0.440422,0.00280754,0.78553
0.626893,0.78802,-0.442597,0.00285846,0.79213
0.617028,0.78594,-0.447037,0.00173504,0.78555
0.614065,0.794832,-0.444269,0.0022426,0.78334
0.618444,0.799992,-0.444346,0.00241686,0.78134
0.622346,0.800915,-0.441391,0.0028372,0.78478
0.61538,0.791485,-0.441578,0.00222242,0.78198
0.625248,0.78654,-0.444258,0.00241153,0.79193
0.623015,0.787126,-0.440159,0.00295303,0.79352
0.624553,0.792078,-0.442712,0.00214366,0.79005
0.627077,0.799819,-0.446811,0.00217269,0.79236
0.617215,0.798574,-0.44512,0.00232375,0.78072
0.617824,0.79725,-0.4469,0.00205532,0.78065
0.617824,0.79725,-0.4469,0.00205532,0.78383
0.617824,0.79725,-0.4469,0.00205532,0.78714
0.610504,0.801282,-0.447745,0.00213703,0.77422
0.612579,0.795737,-0.445834,0.00235023,0.78218
0.608815,0.805444,-0.439981,0.00255251,0.77432
0.602926,0.802368,-0.444429,0.00242735,0.77322
0.595125,0.810484,-0.438562,0.00260146,0.75808
0.586941,0.813325,-0.437075,0.00354926,0.7538
0.5887,0.805624,-0.43749,0.00203432,0.75799
0.596968,0.800465,-0.439753,0.00210511,0.76496
0.595672,0.791304,-0.443688,0.00199292,0.77232
0.598861,0.799432,-0.438949,0.00254287,0.76812
0.594394,0.808607,-0.437801,0.00200761,0.76173
